Num;Fragment;Origin;ToxProb;NoToxProb
0;S;CC(O)=S;0.7326796;0.26732033
1;(;CC(O)=S;0.7326796;0.26732033
2;S;CC(O)=S;0.7326796;0.26732033
3;H]c1;n1cccc2cc[nH]c12;0.015628664;0.98437136
4;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
5;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
6;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
7;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
8;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
9;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
10;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
11;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
12;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
13;(;O=C(c1ccccc1)C(O)(C)C;0.9323291;0.0676709
14;(C;O=C(c1ccccc1)C(O)(C)C;0.9323291;0.0676709
15;(;O=C(c1ccccc1)C(O)(C)C;0.9323291;0.0676709
16;(;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
17;C;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
18;=C;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
19;C;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
20;);O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
21;CC(;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.86216086;0.13783918
22;2;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.86216086;0.13783918
23;(;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.86216086;0.13783918
24;=C;C=CCCCCCCC=C;0.9867243;0.013275687
25;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
26;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
27;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
28;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
29;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
30;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
31;N(;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
32;(C;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
33;r;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
34;r;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
35;(C;O(CC)C1CC(C)CC(C)(C)C1;0.98761404;0.012386013
36;(C;O(CC)C1CC(C)CC(C)(C)C1;0.98761404;0.012386013
37;(;O(CC)C1CC(C)CC(C)(C)C1;0.98761404;0.012386013
38;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
39;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
40;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
41;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
42;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
43;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
44;CCCC;n1ccc(cc1)N2CCCCC2;0.7044188;0.2955812
0;S;CC(O)=S;0.7326796;0.26732033
1;(;CC(O)=S;0.7326796;0.26732033
2;S;CC(O)=S;0.7326796;0.26732033
3;H]c1;n1cccc2cc[nH]c12;0.015628664;0.98437136
4;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
5;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
6;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
7;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
8;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
9;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
10;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
11;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
12;(;O=CC(O)C(O)C(O)C(O)CO;0.63476247;0.3652376
13;(;O=C(c1ccccc1)C(O)(C)C;0.9323291;0.0676709
14;(C;O=C(c1ccccc1)C(O)(C)C;0.9323291;0.0676709
15;(;O=C(c1ccccc1)C(O)(C)C;0.9323291;0.0676709
16;(;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
17;C;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
18;=C;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
19;C;O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
20;);O=C1OC2=CC=CC=CC2(=C1);0.142535;0.857465
21;CC(;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.86216086;0.13783918
22;2;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.86216086;0.13783918
23;(;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0.86216086;0.13783918
24;=C;C=CCCCCCCC=C;0.9867243;0.013275687
25;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
26;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
27;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
28;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
29;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
30;(;O=C1NC(C(=O)OC(C)(C)C)CN1C;0.88989353;0.11010653
31;N(;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
32;(C;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
33;r;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
34;r;O=CNN(C=O)CC(CBr)Br;0.5165373;0.48346275
35;(C;O(CC)C1CC(C)CC(C)(C)C1;0.98761404;0.012386013
36;(C;O(CC)C1CC(C)CC(C)(C)C1;0.98761404;0.012386013
37;(;O(CC)C1CC(C)CC(C)(C)C1;0.98761404;0.012386013
38;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
39;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
40;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
41;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
42;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
43;(;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0.76161134;0.2383887
44;CCCC;n1ccc(cc1)N2CCCCC2;0.7044188;0.2955812
45;CCl;O=S(=O)(c1ccccc1)SCCl;0.41671398;0.583286
46;S(;O=S(=O)(c1ccccc1)SCCl;0.41671398;0.583286
47;(c;O=S(=O)(c1ccccc1)SCCl;0.41671398;0.583286
48;C;C1CCC(CC1)SCSC2CCCCC2;0.33883482;0.6611651
49;(;C1CCC(CC1)SCSC2CCCCC2;0.33883482;0.6611651
50;C;C1CCC(CC1)SCSC2CCCCC2;0.33883482;0.6611651
51;SC;C1CCC(CC1)SCSC2CCCCC2;0.33883482;0.6611651
52;2;C1CCC(CC1)SCSC2CCCCC2;0.33883482;0.6611651
53;C(;O=C(O)C1CCC(N)CC1;0.859612;0.14038803
54;(;O=C(O)C1CCC(N)CC1;0.859612;0.14038803
55;);O=C(O)C1CCC(N)CC1;0.859612;0.14038803
56;(;O=C(NCc1cnccc1)C;0.94140905;0.058590904
57;(;O=C(OC)CC(=O)CC;0.7258294;0.27417064
58;C(;O=C(OC)CC(=O)CC;0.7258294;0.27417064
59;CCl;O=C(O)Cc1ccccc1CCl;0.21776797;0.78223205
60;(;O=C(O)Cc1ccccc1CCl;0.21776797;0.78223205
61;C(;O=C(O)C1CNCCC1;0.75366193;0.24633804
62;C;O=C(O)C1CNCCC1;0.75366193;0.24633804
63;Cl;O(C)C(C(C)C)Cl;0.8443024;0.15569755
64;(;O(C)C(C(C)C)Cl;0.8443024;0.15569755
65;(;O(C)C(C(C)C)Cl;0.8443024;0.15569755
66;C(;C(=C(C)C)C;0.9219435;0.07805647
67;(;C(=C(C)C)C;0.9219435;0.07805647
68;);C(=C(C)C)C;0.9219435;0.07805647
69;(;O=C(OC)C(NCc1occc1)CC;0.8691574;0.13084263
70;C;O=C(OC)C(NCc1occc1)CC;0.8691574;0.13084263
71;(;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6994332;0.3005668
72;C;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6994332;0.3005668
73;(;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6994332;0.3005668
74;(;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6994332;0.3005668
75;C;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6994332;0.3005668
76;)C;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0.6994332;0.3005668
77;(;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0.8712496;0.12875041
78;(;O=C(OC)C(CCCC)Br;0.8237111;0.17628884
79;(;O=C(OC)C(CCCC)Br;0.8237111;0.17628884
80;r;O=C(OC)C(CCCC)Br;0.8237111;0.17628884
81;(;O=C(N(C)C)CCOCCCC;0.91708815;0.08291189
82;(;O=C(N(C)C)CCOCCCC;0.91708815;0.08291189
83;);O=C(N(C)C)CCOCCCC;0.91708815;0.08291189
84;(;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0.962536;0.03746406
85;(;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
86;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
87;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
88;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
89;(;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
90;(;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
91;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
92;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
93;C;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;0.8502878;0.14971218
94;(;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccccc4C;0.9550776;0.04492235
95;c;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccccc4C;0.9550776;0.04492235
96;(;O=C(O)C=Cc1cc(OC)c(OC)c(OC)c1;0.7664488;0.23355123
97;(;O=C(NC(OC)C)C;0.835793;0.16420694
98;(;O=C(NC(OC)C)C;0.835793;0.16420694
99;(;O=C(NC(OC)C)C;0.835793;0.16420694
100;Cl)Br;Fc1c(ccc(OCC)c1Cl)Br;0.044272285;0.95572776
101;C);Fc1c(ccc(OCC)c1Cl)Br;0.044272285;0.95572776
102;(;O=C(NN)CCc1ccc(O)cc1;0.9031841;0.0968159
103;);O=C(NN)CCc1ccc(O)cc1;0.9031841;0.0968159
104;Cl);O=C(OCCCl)C;0.20573142;0.79426855
105;(;O=C(OCCCl)C;0.20573142;0.79426855
106;CC3;OC3c2cccc(OCc1ccccc1)c2CCC3;0.3563072;0.6436928
107;S(;O=S(O)C2CC1C=CC2(C1);0.36203417;0.6379658
108;(C1;O=S(O)C2CC1C=CC2(C1);0.36203417;0.6379658
109;C;O=S(O)C2CC1C=CC2(C1);0.36203417;0.6379658
110;2C;O=C2C1=C(CCC1)SN2C;0.6292543;0.37074575
111;(;O=C2C1=C(CCC1)SN2C;0.6292543;0.37074575
112;C;O=C2C1=C(CCC1)SN2C;0.6292543;0.37074575
113;C);O=C(O)c1cc(OC)c(OC)cc1(OC);0.26603162;0.7339684
114;(;O=C(O)c1cc(OC)c(OC)cc1(OC);0.26603162;0.7339684
115;(;O=C(O)c1cc(OC)c(OC)cc1(OC);0.26603162;0.7339684
116;);O=C(O)c1cc(OC)c(OC)cc1(OC);0.26603162;0.7339684
117;CCl;O=C(c1ccc(OC)cc1)CCl;0.24686994;0.75313
118;(;O=C(c1ccc(OC)cc1)CCl;0.24686994;0.75313
119;(C;c1cc(ccc1CC(C)C)Br;0.9032748;0.096725255
120;(;c1cc(ccc1CC(C)C)Br;0.9032748;0.096725255
121;(;O=C(OC)C=CC(=O)OCc1ccccc1;0.7561698;0.24383023
122;(;O=C(OC)C=CC(=O)OCc1ccccc1;0.7561698;0.24383023
123;CCl;OCCOCCOCCCl;0.5195365;0.48046345
124;S(=;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.7623941;0.23760597
125;(;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.7623941;0.23760597
126;2;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0.7623941;0.23760597
127;(;FC(F)(F)c1cccc(N)c1C;0.9487686;0.05123138
128;(;FC(F)(F)c1cccc(N)c1C;0.9487686;0.05123138
129;(;FC(F)(F)c1cccc(N)c1C;0.9487686;0.05123138
130;)c;FC(F)(F)c1cccc(N)c1C;0.9487686;0.05123138
131;Cl;Oc1c(N)cc(c(c1Cl)CC)Cl;0.60656136;0.39343858
132;(;Oc1c(N)cc(c(c1Cl)CC)Cl;0.60656136;0.39343858
133;)c;Oc1c(N)cc(c(c1Cl)CC)Cl;0.60656136;0.39343858
134;l;Oc1c(N)cc(c(c1Cl)CC)Cl;0.60656136;0.39343858
135;(;O=C(N)C(N)Cc1ccccc1;0.8715724;0.1284276
136;(;O=C(N)C(N)Cc1ccccc1;0.8715724;0.1284276
137;);O=C(N)C(N)Cc1ccccc1;0.8715724;0.1284276
138;(;O=C(N)C(N)Cc1ccccc1;0.8715724;0.1284276
139;(;O=C(OCC(CC)CCCC)C(=O)OCC(CC)CCCC;0.9317579;0.06824207
140;C(;O=C(OCC(CC)CCCC)C(=O)OCC(CC)CCCC;0.9317579;0.06824207
141;(;O=C(OCC(CC)CCCC)C(=O)OCC(CC)CCCC;0.9317579;0.06824207
142;(;O=C(O)c1cc(OC)c(OC)cc1(O);0.3611476;0.6388525
143;(;O=C(O)c1cc(OC)c(OC)cc1(O);0.3611476;0.6388525
144;(;O=C(O)c1cc(OC)c(OC)cc1(O);0.3611476;0.6388525
145;(O);O=C(O)c1cc(OC)c(OC)cc1(O);0.3611476;0.6388525
146;);O=C(O)c1cc(OC)c(OC)cc1(O);0.3611476;0.6388525
147;N(C);OC3c2cc1OCOc1c(OC)c2CN(C)C3;0.10283312;0.89716685
148;3;OC3c2cc1OCOc1c(OC)c2CN(C)C3;0.10283312;0.89716685
149;2CS2;C(C1CS1)SCC2CS2;0.17493945;0.8250606
150;(;C(C1CS1)SCC2CS2;0.17493945;0.8250606
151;Si](;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0.86707604;0.13292392
152;(;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0.86707604;0.13292392
153;(c;OB(O)c1ccc(cc1)CC;0.38286644;0.6171336
154;(;OB(O)c1ccc(cc1)CC;0.38286644;0.6171336
155;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
156;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
157;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
158;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
159;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
160;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
161;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
162;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
163;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
164;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
165;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
166;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
167;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
168;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
169;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
170;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
171;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
172;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
173;(;O=C(O)C1CC1(C(=O)OC)Cl;0.7858926;0.2141074
174;Cl;O=C(N(CCCC)CCCC)CCl;0.85404545;0.14595449
175;(;O=C(N(CCCC)CCCC)CCl;0.85404545;0.14595449
176;(;O=C(N(CCCC)CCCC)CCl;0.85404545;0.14595449
177;l)Cl;Fc1ccc(cc1Cl)Cl;0.24965109;0.75034887
178;(;Fc1ccc(cc1Cl)Cl;0.24965109;0.75034887
179;(;O=C1OC(=O)C2C1C2(C)(C);0.8739305;0.1260695
180;(C);O=C1OC(=O)C2C1C2(C)(C);0.8739305;0.1260695
181;(;O=C1OC(=O)C2C1C2(C)(C);0.8739305;0.1260695
182;(C);NCC(C)(C)CN;0.9206197;0.0793803
183;(;NCC(C)(C)CN;0.9206197;0.0793803
184;2;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
185;(;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
186;2;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
187;(;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
188;2;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
189;(;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
190;2;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
191;C3;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0.6400872;0.35991284
192;S;C(=NCCCCC=C)=S;0.7524518;0.24754825
193;C;C(=NCCCCC=C)=S;0.7524518;0.24754825
194;S;C(=NCCCCC=C)=S;0.7524518;0.24754825
195;(;C(=NCCCCC=C)=S;0.7524518;0.24754825
196;S;C(=NCCCCC=C)=S;0.7524518;0.24754825
197;C;C(=NCCCCC=C)=S;0.7524518;0.24754825
198;S;C(=NCCCCC=C)=S;0.7524518;0.24754825
199;C;C(=NCCCCC=C)=S;0.7524518;0.24754825
200;C;C(=NCCCCC=C)=S;0.7524518;0.24754825
201;S;C(=NCCCCC=C)=S;0.7524518;0.24754825
202;C;O=Cc1ccccc1SC;0.9156173;0.08438276
203;(;O=C(NCCCN(CCCC)CCCC)C(=C)C;0.8864215;0.11357851
