Num;Fragment;Origin;ToxProb;NoToxProb
0;=C2N(Cc1ccccc1;O=C2N(Cc1ccccc1)CC(=O)C23(CC3);0.99575704;0.004242965
1;O=C2N(Cc1ccccc1;O=C2N(Cc1ccccc1)CC(=O)C23(CC3);0.99575704;0.004242965
2;c1nc(N)sn1;O=C(OC)C(=NOCF)c1nc(N)sn1;0.5600219;0.4399781
3;=C(OC;O=C(OC)C(=NOCF)c1nc(N)sn1;0.5600219;0.4399781
4;C;O=C(OC)C(=NOCF)c1nc(N)sn1;0.5600219;0.4399781
5;=;O=C(OC)C(=NOCF)c1nc(N)sn1;0.5600219;0.4399781
6;CC(O)=S;CC(O)=S;0.16684039;0.8331596
7;cc1)C;O=C(Oc1ccc(cc1)C(=O)OCc2ccccc2)c3cccc(c3)C(=O)Oc4ccc(cc4)C(=O)OCc5ccccc5;0.34612852;0.65387154
8;cc4;O=C(Oc1ccc(cc1)C(=O)OCc2ccccc2)c3cccc(c3)C(=O)Oc4ccc(cc4)C(=O)OCc5ccccc5;0.34612852;0.65387154
9;(c;O=C(Oc1ccc(cc1)C(=O)OCc2ccccc2)c3cccc(c3)C(=O)Oc4ccc(cc4)C(=O)OCc5ccccc5;0.34612852;0.65387154
12;2cc[nH]c12;n1cccc2cc[nH]c12;0.06094947;0.93905056
13;=S(=O)(N)C(C)(C)C;O=S(=O)(N)C(C)(C)C;0.009821361;0.9901786
14;O=S(=O)(N)C(C)(C)C;O=S(=O)(N)C(C)(C)C;0.009821361;0.9901786
15;=C(OCC;O=C(OCC(C)C)Nc1cccc2c(O)c(cc(OCCOS(=O)(=O)C)c12)C(=O)NCCCC;0.028231928;0.9717681
16;CC;O=C(OCC(C)C)Nc1cccc2c(O)c(cc(OCCOS(=O)(=O)C)c12)C(=O)NCCCC;0.028231928;0.9717681
17;=C2OC(OC(=O;O=C2OC(OC(=O)C2(=Cc1ccc(O)cc1))(C)C;0.19036718;0.80963284
18;)cc1);O=C2OC(OC(=O)C2(=Cc1ccc(O)cc1))(C)C;0.19036718;0.80963284
19;c(;O=C2OC(OC(=O)C2(=Cc1ccc(O)cc1))(C)C;0.19036718;0.80963284
20;=CC(O)C(O)C(O)C(O)CO;O=CC(O)C(O)C(O)C(O)CO;0.08056531;0.9194347
21;O=CC(O)C(O)C(O)C(O)CO;O=CC(O)C(O)C(O)C(O)CO;0.08056531;0.9194347
22;=C(c1ccccc1;O=C(c1ccccc1)C(O)(C)C;0.9991147;0.0008852758
24;O=C(c1ccccc1;O=C(c1ccccc1)C(O)(C)C;0.9991147;0.0008852758
25;cc1)N(C)C;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.22829394;0.7717061
26;ccc(cc2;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.22829394;0.7717061
27;N;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.22829394;0.7717061
28;O=C;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0.22829394;0.7717061
30;ccc;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.9856823;0.014317656
31;Nc;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.9856823;0.014317656
32;=C;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.9856823;0.014317656
33;c1;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0.9856823;0.014317656
35;c1cc(c;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.99410456;0.005895485
36;Fc1cc(c;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.99410456;0.005895485
37;(CC2;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0.99410456;0.005895485
38;=C1OC2=CC=;O=C1OC2=CC=CC=CC2(=C1);0.27036205;0.7296379
39;(=C1;O=C1OC2=CC=CC=CC2(=C1);0.27036205;0.7296379
40;C=;O=C1OC2=CC=CC=CC2(=C1);0.27036205;0.7296379
41;C(NC(=O)N;O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0.55162364;0.44837636
42;=C(O;O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0.55162364;0.44837636
44;1=C(N=C2C1=C3C;N1=C(N=C2C1=C3C=CC=CC3(=NCC2))C;0.6272785;0.3727215
45;N1=C(N=C2C1=C3C;N1=C(N=C2C1=C3C=CC=CC3(=NCC2))C;0.6272785;0.3727215
