,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,256,1,1,,132059,82633,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (intraperitoneal) in CD2F1 (CDF1) mice,Other,,
1,96693,3,4,,103210069,82633,Unspecified,,,,,In vitro inhibitory activity against Doxorubicin resistant L1210 leukemia cell lines ( ratio between IC50 values on resistant cells and sensitive cells),Other,,
2,96694,2,5,,103210069,82633,Unspecified,,,,,In vitro inhibitory activity against FCE 24517 resistant L1210 leukemia cell lines ( ratio between IC50 values on resistant cells and sensitive cells),Other,,
3,98940,5,4,,103210069,82633,Inconclusive,,,,,Optimal dose was measured in vivo on L1210 murine leukemia cells in CD2F1 mice(ip); Not determined,Other,,
4,99073,7,3,,103210069,82633,Unspecified,,,,,"The activity in vitro on L1210 murine leukemia cells, activity expressed as IC50",Other,,
5,120202,4,3,,103210069,82633,Inconclusive,,,,,Median survival time of treated mice / Median survival time of controls x100 was measured in vivo on L1210 murine leukemia cells; Not determined,Other,,
6,416328,6,2,,103210069,82633,Unspecified,,,120.0,IC50,Antiproliferative activity against mouse L1210 cells after 48 hrs by Coulter counting analysis,Confirmatory,19250822.0,
7,1154179,1,1,,103210069,82633,Unspecified,,,120.0,IC50,Cytotoxicity against mouse L1210 cells,Confirmatory,24858544.0,
8,1241931,1,1,,103210069,82633,Unspecified,,,120.0,IC50,Cytotoxicity against mouse L1210 cells,Confirmatory,26141911.0,
9,1259407,1,1,,363903428,82633,Inactive,,,,,CCRIS mutagenicity studies,Other,,
