,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,248,1,1,,126103,83791,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice,Other,,
1,348,2,3,,4252910,83791,Inactive,66360678.0,,,,Glucocerebrosidase-p2,Confirmatory,,
2,357,2,1,,4252910,83791,Inactive,,,,,AP1 Signaling Pathway,Confirmatory,,
3,376,1,2,,10320360,83791,Inactive,4557729.0,3757.0,,,HERG Channel Activity,Other,,
4,410,1,5,,4252910,83791,Inactive,73915100.0,1544.0,,,p450-cyp1a2,Confirmatory,,
5,411,2,1,,4252910,83791,Inactive,160794.0,,,Potency,qHTS Assay for Inhibitors of Firefly Luciferase,Confirmatory,,
6,444,1,1,,4252910,83791,Inactive,,,,,NFAT Signaling Pathway,Confirmatory,,
7,445,3,1,,4252910,83791,Inactive,10092619.0,4792.0,,,IkB Signaling,Confirmatory,,
8,446,1,1,,4252910,83791,Inactive,,,,,Stat Signaling Pathway,Confirmatory,,
9,447,1,1,,4252910,83791,Inconclusive,,,,,O-Glc NAc Transferase (sOGT),Confirmatory,,
10,448,1,2,,4252910,83791,Inactive,4325211.0,,,,Schistosoma Mansoni Peroxiredoxins (Prx2),Confirmatory,,
11,450,1,2,,4252910,83791,Inactive,66528677.0,2908.0,,,GR-GFP Redistribution,Confirmatory,,
12,451,1,2,,4252910,83791,Inactive,66528677.0,2908.0,,,GR-EFC Redistribution,Confirmatory,,
13,526,1,1,,4252910,83791,Inactive,,,,,Ubiquitin-GFP Assay,Confirmatory,,
14,530,1,1,,4252910,83791,Inactive,2499604.0,26414.0,,,JNK3 AlphaScreen Assay,Confirmatory,,
15,584,1,3,,4252910,83791,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay with detergent),Confirmatory,,
16,585,1,4,,4252910,83791,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay without detergent),Confirmatory,,
17,587,1,5,,4252910,83791,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in Texas Red Spectral Region,Other,,
18,588,1,4,,4252910,83791,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in Resorufin Spectral Region,Other,,
19,589,1,3,,4252910,83791,Inconclusive,,,,,qHTS Assay for Spectroscopic Profiling in 4-MU Spectral Region,Other,,
20,590,1,3,,4252910,83791,Inconclusive,,,,,qHTS Assay for Spectroscopic Profiling in A350 Spectral Region,Other,,
21,591,1,4,,4252910,83791,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in A488 Spectral Region,Other,,
22,592,1,6,,4252910,83791,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in A647 Spectral Region,Other,,
23,593,1,4,,4252910,83791,Inconclusive,,,,,qHTS Assay for Spectroscopic Profiling in Fluorescein Spectral Region,Other,,
24,594,1,4,,4252910,83791,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in Rhodamine Spectral Region,Confirmatory,,
25,595,1,3,,4252910,83791,Inactive,,,,,qHTS Assay for Disrupters of an Hsp90 Co-Chaperone Interaction,Confirmatory,,
26,596,1,2,,4252910,83791,Inactive,92096784.0,4137.0,,,qHTS Assay for Tau Filament Binding,Confirmatory,,
27,597,1,3,,4252910,83791,Inactive,,,,,qHTS Assay for Epigenetic Modulators,Confirmatory,,
28,603,1,2,,4252910,83791,Inactive,,,,,qHTS Assay for Inhibitors of DNA Polymerase III Holoenzyme System,Confirmatory,,
29,605,1,2,,4252910,83791,Inactive,84028058.0,,,,qHTS Assay for Inhibitors of YjeE,Confirmatory,,
30,607,1,3,,4252910,83791,Inactive,82799486.0,5142.0,,,qHTS Assay for Inhibitors of PDE-IV,Confirmatory,,
31,630,1,1,,26651750,83791,Inactive,5174513.0,4088.0,,,HTS of Smad transcription factor inhibitors,Screening,,
32,662,1,1,,4252910,83791,Inactive,,,,,Cell signaling CRE-BLA (Fsk stim),Confirmatory,,
33,875,1,2,,4252910,83791,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore),Confirmatory,,
34,880,2,1,,50108266,83791,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
35,880,2,1,,50108266,83791,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
36,881,2,2,,4252910,83791,Inactive,317373425.0,247.0,,Potency,qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2),Confirmatory,,
37,883,1,3,,4252910,83791,Inactive,13699818.0,1559.0,,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9,Confirmatory,,
38,884,1,2,,4252910,83791,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4,Confirmatory,,
39,885,1,2,,4252910,83791,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Activators of Cytochrome P450 3A4,Confirmatory,,
