,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,382881,4,4,,103621696,40024,Active,,,1.01,EC50,Cytotoxicity against human K562 cells by MTT assay,Confirmatory,18327910.0,
1,382882,6,2,,103621696,40024,Unspecified,,,,,Toxicity in ip dosed mouse,Other,18327910.0,
2,382884,3,3,,103621696,40024,Unspecified,,,,,Toxicity in ip dosed mouse relative to roridin A,Other,18327910.0,
3,382885,3,3,,103621696,40024,Unspecified,,,,,Toxicity in mouse CD4+ T cells assessed as induction of IL5 at 100 ng/ml,Other,18327910.0,
4,467615,3,3,,103621696,40024,Unspecified,,,,,Cytotoxicity against yeast cells relative to Tetraol,Other,19586689.0,
5,467617,3,3,,103621696,40024,Unspecified,,,,,Cytotoxicity against yeast cells assessed as logarithm of ratio of toxicity of test compound to Tetraol,Other,19586689.0,
6,1090742,2,1,,103621696,40024,Active,,,3.8,ED50,"Phytotoxicity against Arabidopsis thaliana Col-4 leaves assessed as induction of chlorosis, shriveling or death of leaves after 7 weeks post compound application by detached leaf assay",Confirmatory,17630765.0,
7,1090743,2,1,,103621696,40024,Active,,,23.0,LD50,Phytotoxicity against Arabidopsis thaliana Col-4 leaves assessed as induction of leaf death after 7 weeks post compound application by detached leaf assay,Confirmatory,17630765.0,
8,1259407,1,1,,363905751,40024,Active,,,,,CCRIS mutagenicity studies,Other,,
9,1259411,1,1,,363905751,40024,Inactive,,,,,CCRIS carcinogenicity studies,Other,,
