,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,330,1,1,,458976,5281635,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  P388 Leukemia (intraperitoneal) in CD2F1 (CDF1) mice,Other,,
1,240726,9,2,,103453919,5281635,Active,,,8.0,IC50,Concentration required to inhibit monoamine oxidase activity by 50%,Confirmatory,15482934.0,
2,361498,9,1,,103453919,5281635,Active,,,14.7,IC50,Inhibition of yeast alpha glucosidase in phosphate buffer after 0.5 hrs by spectrophotometry,Confirmatory,18632275.0,
3,517164,7,2,,103453919,5281635,Active,,,40.98,IC50,Inhibition of FAS,Confirmatory,20817450.0,
4,657723,2,2,,103453919,5281635,Unspecified,,,,,Antibacterial activity against Staphylococcus aureus ATCC 29213 after 20 to 22 hrs by broth microdilution method,Other,22537683.0,
5,657724,2,2,,103453919,5281635,Unspecified,,,,,Antibacterial activity against Streptococcus pneumoniae ATCC 49619 after 20 to 22 hrs by broth microdilution method,Other,22537683.0,
6,657725,2,2,,103453919,5281635,Unspecified,,,,,Antibacterial activity against Streptococcus pyogenes ATCC 700294 after 20 to 22 hrs by broth microdilution method,Other,22537683.0,
7,657726,2,2,,103453919,5281635,Unspecified,,,,,Antibacterial activity against Moraxella catarrhalis ATCC 23246 after 20 to 22 hrs by broth microdilution method,Other,22537683.0,
8,657727,2,2,,103453919,5281635,Unspecified,,,,,Antibacterial activity against Haemophilus influenzae ATCC 49247 after 20 to 22 hrs by broth microdilution method,Other,22537683.0,
9,657728,2,2,,103453919,5281635,Unspecified,,,,,Antibacterial activity against Escherichia coli ATCC 25922 after 20 to 22 hrs by broth microdilution method,Other,22537683.0,
10,657729,2,2,,103453919,5281635,Unspecified,,,100.0,IC50,Cytotoxicity against human HepG2 cells assessed as NADH level after overnight incubation by MTS assay,Confirmatory,22537683.0,
11,657730,2,2,,103453919,5281635,Unspecified,,,100.0,IC50,Cytotoxicity against human Jurkat T cells assessed as NADH level after overnight incubation by MTS assay,Confirmatory,22537683.0,
12,661912,1,2,,103453919,5281635,Unspecified,,,,,Selectivity ratio of IC50 for wild type H1N1 swine influenza virus neuraminidase to IC50 for oseltamivir-resistant H1N1 swine influenza virus neuraminidase H274Y mutant,Other,22552195.0,
13,661913,4,1,,103453919,5281635,Unspecified,,,,,Inhibition of Influenza A virus H1N1 neuraminidase using 4-MU-NANA as substrate by fluorescence assay,Other,22552195.0,
14,661914,4,1,,103453919,5281635,Unspecified,,,,,Inhibition of Influenza A virus H9N2 neuraminidase using 4-MU-NANA as substrate by fluorescence assay,Other,22552195.0,
15,661915,4,1,,103453919,5281635,Unspecified,,,,,Inhibition of wild type H1N1 swine influenza virus neuraminidase using 4-MU-NANA as substrate by fluorescence assay,Other,22552195.0,
16,661916,2,2,,103453919,5281635,Unspecified,,,,,Inhibition of oseltamivir-resistant H1N1 swine influenza virus neuraminidase H274Y mutant using 4-MU-NANA as substrate by fluorescence assay,Other,22552195.0,
17,661918,1,3,,103453919,5281635,Active,,,,,Antiviral activity against Influenza A virus PR/8/34 H1N1 infected in dog MDCK cells assessed as reduction in virus-induced cytopathic effect at 5 ug/mL,Other,22552195.0,
18,1259407,1,1,,363901958,5281635,Inactive,,,,,CCRIS mutagenicity studies,Other,,
