,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,155,1,1,,69663,19998,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the rad50 strain,Other,,
1,157,1,1,,69663,19998,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the mec2-1 strain,Other,,
2,161,1,1,,69663,19998,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the sgs1 mgt1 strain,Other,,
3,165,1,1,,69663,19998,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the cln2 rad14 strain,Other,,
4,167,1,1,,69663,19998,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the bub3 strain,Other,,
5,175,1,1,,69663,19998,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the mlh1 rad18 strain,Other,,
6,248,1,1,,111123,19998,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice,Other,,
7,248,1,1,,131866,19998,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice,Other,,
8,1189,1,5,,48413143,19998,Active,,,,,DSSTox (CPDBAS) Carcinogenic Potency Database Summary SingleCellCall Results,Other,,
9,1208,1,3,,48413143,19998,Active,,,,,DSSTox (CPDBAS) Carcinogenic Potency Database Summary Rat Bioassay Results,Other,,
10,143757,7,1,,103234811,19998,Unspecified,,,,,Inhibition of AHAT-catalyzed transacylation of 4-aminoazobenzene,Other,6644748.0,
11,167927,3,3,,103234811,19998,Unspecified,,,,,Carcinogenic activity on all sites after oral administration,Other,7265110.0,
12,167939,3,3,,103234811,19998,Unspecified,,,,,Carcinogenic activity on breast after oral administration of the compound,Other,7265110.0,
13,167955,3,3,,103234811,19998,Unspecified,,,,,Carcinogenic activity on ear duct after oral administration,Other,7265110.0,
14,168086,3,3,,103234811,19998,Unspecified,,,,,Compound was tested for carcinogenic activity on liver after oral administration of the compound; - denotes non carcinogenic activity.,Other,7265110.0,
15,168099,3,3,,103234811,19998,Unspecified,,,,,Compound was tested for carcinogenic activity on mixed data after oral administration of the compound; + denotes four or five active sites.,Other,7265110.0,
16,168110,3,3,,103234811,19998,Unspecified,,,,,Carcinogenic activity on other sites after oral administration,Other,7265110.0,
17,492967,1,2,,92270825,19998,Inactive,47566732.0,,,,A screen for compounds that inhibit the CapD enzyme of Bacillus anthracis,Other,,
18,504770,1,2,,92270825,19998,Inactive,9657380.0,2612528.0,,,A screen for compounds that inhibit replication of Vibrio cholerae chromosome II,Other,,
19,602314,1,2,,92270825,19998,Inactive,151220867.0,,,,A screen for compounds that modulate the activity of the Staphylococcus aureus MgrA protein,Other,,
20,720641,1,2,,92270825,19998,Inactive,15923709.0,,,,A screen for compounds that inhibit the activity of LtaS in Staphylococcus aureus,Other,,
21,1159388,1,2,,103234811,19998,Unspecified,,,,,"ASTRAZENECA: Solubility in pH7.4 buffer using solid starting material using the method described in J. Assoc. Lab. Autom. 2011, 16, 276-284. Experimental range 0.10 to 1500 uM",Other,,
22,1224905,2,1,,92270825,19998,Inactive,120997.0,25643.0,,,High-throughput screen for inhibitors of the GIV GBA-motif interaction with Galpha-i G protein subunits,Screening,,
23,1224905,2,1,,92270825,19998,Inactive,74356043.0,55704.0,,,High-throughput screen for inhibitors of the GIV GBA-motif interaction with Galpha-i G protein subunits,Screening,,
24,1259407,1,1,,363898684,19998,Active,,,,,CCRIS mutagenicity studies,Other,,
25,1259408,1,1,,363896354,19998,Inactive,,,,,GENE-TOX mutagenicity studies,Other,,
