,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,357,2,1,,11110664,1150,Inactive,,,,,AP1 Signaling Pathway,Confirmatory,,
1,410,1,5,,11110664,1150,Active,73915100.0,1544.0,,,p450-cyp1a2,Confirmatory,,
2,411,2,1,,11110664,1150,Inactive,160794.0,,,Potency,qHTS Assay for Inhibitors of Firefly Luciferase,Confirmatory,,
3,444,1,1,,11110664,1150,Inactive,,,,,NFAT Signaling Pathway,Confirmatory,,
4,445,3,1,,11110664,1150,Inactive,10092619.0,4792.0,,,IkB Signaling,Confirmatory,,
5,446,1,1,,11110664,1150,Inactive,,,,,Stat Signaling Pathway,Confirmatory,,
6,447,1,1,,11110664,1150,Inconclusive,,,,,O-Glc NAc Transferase (sOGT),Confirmatory,,
7,448,1,2,,11110664,1150,Inactive,4325211.0,,,,Schistosoma Mansoni Peroxiredoxins (Prx2),Confirmatory,,
8,450,1,2,,11110664,1150,Inactive,66528677.0,2908.0,,,GR-GFP Redistribution,Confirmatory,,
9,451,1,2,,11110664,1150,Inactive,66528677.0,2908.0,,,GR-EFC Redistribution,Confirmatory,,
10,485,1,8,,14719299,1150,Inactive,38788193.0,1903.0,,,Primary HTS Assay for S1P3 Antagonists,Screening,,
11,526,1,1,,11110664,1150,Inactive,,,,,Ubiquitin-GFP Assay,Confirmatory,,
12,530,1,1,,11110664,1150,Inactive,2499604.0,26414.0,,,JNK3 AlphaScreen Assay,Confirmatory,,
13,584,1,3,,11110664,1150,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay with detergent),Confirmatory,,
14,585,1,4,,11110664,1150,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay without detergent),Confirmatory,,
15,587,1,5,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in Texas Red Spectral Region,Other,,
16,588,1,4,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in Resorufin Spectral Region,Other,,
17,589,1,3,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in 4-MU Spectral Region,Other,,
18,590,1,3,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in A350 Spectral Region,Other,,
19,591,1,4,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in A488 Spectral Region,Other,,
20,592,1,6,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in A647 Spectral Region,Other,,
21,593,1,4,,11110664,1150,Inconclusive,,,,,qHTS Assay for Spectroscopic Profiling in Fluorescein Spectral Region,Other,,
22,594,1,4,,11110664,1150,Inactive,,,,,qHTS Assay for Spectroscopic Profiling in Rhodamine Spectral Region,Confirmatory,,
23,595,1,3,,11110664,1150,Inactive,,,,,qHTS Assay for Disrupters of an Hsp90 Co-Chaperone Interaction,Confirmatory,,
24,596,1,2,,11110664,1150,Inactive,92096784.0,4137.0,,,qHTS Assay for Tau Filament Binding,Confirmatory,,
25,597,1,3,,11110664,1150,Inactive,,,,,qHTS Assay for Epigenetic Modulators,Confirmatory,,
26,603,1,2,,11110664,1150,Inactive,,,,,qHTS Assay for Inhibitors of DNA Polymerase III Holoenzyme System,Confirmatory,,
27,605,1,2,,11110664,1150,Inactive,84028058.0,,,,qHTS Assay for Inhibitors of YjeE,Confirmatory,,
28,607,1,3,,11110664,1150,Inactive,82799486.0,5142.0,,,qHTS Assay for Inhibitors of PDE-IV,Confirmatory,,
29,608,1,6,,11537824,1150,Inactive,17149836.0,2280.0,,,NMR Based Screening Assay for FKBP12,Other,,
30,631,1,4,,14719299,1150,Inactive,20336229.0,5468.0,,,Primary biochemical High Throughput Screening assay for agonists of the steroid receptor coactivator 1 (SRC-1) recruitment by the peroxisome proliferator-activated receptor gamma (PPARgamma),Screening,,
31,631,1,4,,14719299,1150,Inactive,22538455.0,8648.0,,,Primary biochemical High Throughput Screening assay for agonists of the steroid receptor coactivator 1 (SRC-1) recruitment by the peroxisome proliferator-activated receptor gamma (PPARgamma),Screening,,
32,662,1,1,,11110664,1150,Inconclusive,,,,,Cell signaling CRE-BLA (Fsk stim),Confirmatory,,
33,731,1,5,,14719299,1150,Inactive,20336229.0,5468.0,,,Primary biochemical High Throughput Screening assay for agonists of the steroid receptor coactivator 3 (SRC-3) recruitment by the peroxisome proliferator-activated receptor gamma (PPARgamma),Screening,,
34,731,1,5,,14719299,1150,Inactive,32307126.0,8202.0,,,Primary biochemical High Throughput Screening assay for agonists of the steroid receptor coactivator 3 (SRC-3) recruitment by the peroxisome proliferator-activated receptor gamma (PPARgamma),Screening,,
35,757,1,4,,14719299,1150,Inactive,8574038.0,5879.0,,,HTS to identify specific small molecule inhibitors of Ras and Ras-related GTPases specifically Rac wildtype,Screening,,
36,758,1,4,,14719299,1150,Inactive,164058.0,404007.0,,,HTS to identify specific small molecule inhibitors of Ras and Ras-related GTPases specifically Rab7 wildtype,Screening,,
37,759,1,4,,14719299,1150,Inactive,190938.0,3265.0,,,HTS to identify specific small molecule inhibitors of Ras and Ras-related GTPases specifically Ras wildtype,Screening,,
38,760,1,4,,14719299,1150,Inactive,46577642.0,404009.0,,,HTS to identify specific small molecule inhibitors of Ras and Ras-related GTPases specifically Rab2 wildtype,Screening,,
39,761,1,4,,14719299,1150,Inactive,56202836.0,,,,HTS to identify specific small molecule inhibitors of Ras and Ras-related GTPases specifically Cdc42 wildtype,Screening,,
40,764,1,4,,14719299,1150,Inactive,8574038.0,5879.0,,,HTS to identify specific small molecule inhibitors of Ras and Ras-related GTPases specifically Rac activated mutant,Screening,,
41,775,1,3,,14719299,1150,Inactive,,,,,Screen for Chemicals that Extend Yeast Lifespan,Screening,,
42,781,1,1,,14719299,1150,Inactive,27807367.0,287022.0,,,uHTS for 14-3-3/Bad interaction inhibitors,Screening,,
43,782,1,2,,14719299,1150,Inactive,83627717.0,13684.0,,,uHTS for Small Molecule Inhibitors of Eukaryotic Translation Initiation,Screening,,
44,782,1,2,,14719299,1150,Inactive,302699239.0,1981.0,,,uHTS for Small Molecule Inhibitors of Eukaryotic Translation Initiation,Screening,,
45,793,1,2,,14719299,1150,Inactive,4505447.0,4887.0,,,Primary cell based high-throughput screening assay for antagonists of neuropeptide Y receptor Y2 (NPY-Y2),Screening,,
46,797,1,1,,14719299,1150,Inactive,115529463.0,5587.0,,,Fluorescence polarization assay for PKD inhibitors,Screening,,
47,798,2,12,,14719299,1150,Inactive,180352.0,,,,Factor XIa 1536 HTS,Screening,,
48,799,1,5,,14719299,1150,Inactive,134142337.0,4363.0,,,Identification of Molecular Probes that Activate MRP-1,Screening,,
49,800,2,11,,14719299,1150,Inactive,317373446.0,2161.0,,,Factor XIIa 1536 HTS,Screening,,
50,803,1,4,,14719299,1150,Inactive,6016094.0,8811.0,,,Primary cell-based high-throughput screening assay to identify agonists of Galanin Receptor 2 (GALR2),Screening,,
51,804,1,3,,14719299,1150,Inactive,,,,,Screen for Chemicals that Shorten Yeast Lifespan,Screening,,
52,817,1,1,,14719299,1150,Inactive,1360328.0,,,,Identification and characterization of compounds for addressing human bone marrow failure,Other,,
53,818,1,2,,14719299,1150,Inactive,,,,,High Throughput Screen to Identify Compounds that Suppress the Growth of Human Colon Tumor Cells Lacking Oncogenic Beta Catenin Expression,Screening,,
54,827,1,2,,14719299,1150,Inactive,,,,,High Throughput Screen to Identify Compounds that Suppress the Growth of Cells with a Deletion of the PTEN Tumor Suppressor,Screening,,
55,828,1,5,,14719299,1150,Inactive,6016094.0,8811.0,,,Primary cell-based high-throughput screening assay to identify antagonists of Galanin Receptor 2 (GALR2),Screening,,
56,841,1,1,,14719299,1150,Inactive,,,,,Non-Nucleoside Inhibitor of Measles Virus RNA-Dependent RNA Polymerase Complex Activity HTS Single Point (MLSMR Library),Screening,,
57,861,1,1,,14719299,1150,Inactive,55662034.0,,,,Primary cell-based high-throughput screening assay for inhibitors of TLR4-MyD88 binding,Screening,,
58,862,1,2,,14719299,1150,Inactive,13272532.0,6774.0,,,Primary cell-based high throughput screening assay to measure STAT3 inhibition,Screening,,
59,868,1,3,,14719299,1150,Inactive,,,,,Screen for Chemicals that Inhibit the RAM Network,Screening,,
60,871,1,2,,14719299,1150,Inactive,13272532.0,6774.0,,,Primary cell-based high throughput screening assay to measure STAT3 activation,Screening,,
61,873,1,13,,14719299,1150,Inactive,6912644.0,25818.0,,,Kallikrein 5 1536 HTS,Screening,,
62,875,1,2,,11110664,1150,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore),Confirmatory,,
63,875,1,2,,26748861,1150,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore),Confirmatory,,
64,878,1,2,,14719299,1150,Inactive,,,,,NIH Compound Library Profiling: Compound and DTT Dependent Redox Cycling H2O2 Generation.,Screening,,
65,879,1,2,,11110664,1150,Inactive,3290016.0,6002.0,,Potency,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Green Fluorophore),Confirmatory,,
66,879,1,2,,11110664,1150,Inactive,33946324.0,2770.0,,Potency,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Green Fluorophore),Confirmatory,,
67,880,2,1,,14719299,1150,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
68,880,2,1,,14719299,1150,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
69,880,2,1,,26748861,1150,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
70,880,2,1,,26748861,1150,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
71,880,2,1,,26753741,1150,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
72,880,2,1,,26753741,1150,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
73,881,2,2,,11110664,1150,Inactive,317373425.0,247.0,,Potency,qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2),Confirmatory,,
74,881,2,2,,26748861,1150,Inactive,317373425.0,247.0,,Potency,qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2),Confirmatory,,
75,883,1,3,,11110664,1150,Inactive,13699818.0,1559.0,,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 2C9,Confirmatory,,
76,884,1,2,,11110664,1150,Inactive,13435386.0,1576.0,39.8107,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4,Confirmatory,,
77,884,1,2,,26748861,1150,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4,Confirmatory,,
78,885,1,2,,11110664,1150,Inconclusive,13435386.0,1576.0,39.8107,Potency,qHTS Assay for Activators of Cytochrome P450 3A4,Confirmatory,,
79,885,1,2,,26748861,1150,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Activators of Cytochrome P450 3A4,Confirmatory,,
