,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,360,1,3,,3715488,2329132,Inactive,66360678.0,,,,Glucocerebrosidase,Confirmatory,,
1,361,1,2,,3715488,2329132,Inactive,285623.0,,,,Pyruvate Kinase,Confirmatory,,
2,368,2,3,,3715488,2329132,Inactive,4757950.0,994.0,,,Cdc25B Catalytic Domain protein tyrosine phosphatase  HTS,Screening,,
3,373,1,4,,3715488,2329132,Inactive,38788193.0,1903.0,,,S1P3 Agonist Primary HTS and Confirmation Assays,Screening,,
4,374,2,3,,3715488,2329132,Inactive,4758204.0,1843.0,,,In vitro Primary HTS Assay for MKP-1,Screening,,
5,411,2,1,,3715488,2329132,Inactive,160794.0,,,Potency,qHTS Assay for Inhibitors of Firefly Luciferase,Confirmatory,,
6,422,1,5,,3715488,2329132,Inactive,21464101.0,7532.0,,,HTS for 14-3-3 protein interaction modulators,Screening,,
7,425,3,2,,3715488,2329132,Inactive,16758752.0,116663.0,,IC50,MKP-3 in vitro HTS assay,Confirmatory,,
8,429,1,5,,3715488,2329132,Inactive,4261762.0,3326.0,,,HTS for Tumor Hsp90 Inhibitors,Screening,,
9,429,1,5,,3715488,2329132,Inactive,154146191.0,3320.0,,,HTS for Tumor Hsp90 Inhibitors,Screening,,
10,430,2,4,,3715488,2329132,Inactive,,,,EC50,Fluorescent HTS Cytotoxicity/Cell viability assay (HPDE-C7 cells),Confirmatory,,
11,431,2,4,,3715488,2329132,Inactive,,,,EC50,Fluorescent HTS Cytotoxicity/Cell viability assay (HPDE-C7K cells),Confirmatory,,
12,432,2,4,,3715488,2329132,Inactive,11024684.0,12044.0,,IC50,HTS discovery of chemical inhibitors of anti-apoptotic protein Bfl-1,Confirmatory,,
13,436,2,1,,3715488,2329132,Inactive,68565074.0,8314.0,,,HTS for BAP1 Enzyme inhibitors,Screening,,
14,445,3,1,,3715488,2329132,Inactive,10092619.0,4792.0,,,IkB Signaling,Confirmatory,,
15,447,1,1,,3715488,2329132,Inconclusive,,,,,O-Glc NAc Transferase (sOGT),Confirmatory,,
16,448,1,2,,3715488,2329132,Inactive,4325211.0,,,,Schistosoma Mansoni Peroxiredoxins (Prx2),Confirmatory,,
17,449,1,5,,3715488,2329132,Inactive,13027636.0,1901.0,,,Primary HTS and Confirmation Assays for S1P1 Agonists and Agonism Potentiators,Screening,,
18,453,2,2,,3715488,2329132,Inactive,63102437.0,1508.0,,,Cathepsin B,Screening,,
19,460,2,2,,3715488,2329132,Inactive,4503155.0,1514.0,,,Cathepsin L,Screening,,
20,463,1,5,,3715488,2329132,Inactive,,,,,Cell Proliferation & Viability (Cytotoxicity) Primary Assay 60K MLSMR,Screening,,
21,465,1,7,,3715488,2329132,Inactive,,,,,Primary HTS assay for chemical inhibitors of antigen receptor-induced NF-kappaB activation,Screening,,
22,485,1,8,,3715488,2329132,Inactive,38788193.0,1903.0,,,Primary HTS Assay for S1P3 Antagonists,Screening,,
23,488,2,1,,3715488,2329132,Inactive,63102437.0,1508.0,,,Cathepsin B compound mixture screening,Screening,,
24,501,2,2,,3715488,2329132,Inactive,23110962.0,1520.0,,,Cathepsin S,Screening,,
25,518,2,6,,3715488,2329132,Inactive,116734717.0,249.0,,IC50,TNAP luminescent HTS assay,Confirmatory,,
26,521,2,5,,3715488,2329132,Inactive,18375660.0,5778.0,,IC50,"HTS Discovery of Chemical Inhibitors of HePTP, a Leukemia Target",Confirmatory,,
27,522,1,2,,3715488,2329132,Inactive,20070193.0,2516.0,,,Primary Cell-based High Throughput Screening assay for activators of the nuclear receptor Steroidogenic Factor 1 (SF-1),Screening,,
28,524,1,3,,3715488,2329132,Inactive,4506055.0,5566.0,,,Primary biochemical high-throughput screening assay for inhibitors of protein kinase A (PKA) activity,Screening,,
29,525,1,3,,3715488,2329132,Inactive,20070193.0,2516.0,,,Primary Cell-based High Throughput Screening assay for inhibitors of the nuclear receptor Steroidogenic Factor 1 (SF-1),Screening,,
30,526,1,1,,3715488,2329132,Inactive,,,,,Ubiquitin-GFP Assay,Confirmatory,,
31,538,2,2,,3715488,2329132,Inactive,4502495.0,716.0,,,Complement factor C1s,Screening,,
32,539,1,2,,3715488,2329132,Inactive,116077694.0,,,,Screening for Inhibitors of the Mevalonate Pathway in Streptococcus Pneumoniae - PMK,Screening,,
33,555,1,2,,3715488,2329132,Inactive,116516899.0,,,,Screening for Inhibitors of the Mevalonate Pathway in Streptococcus Pneumoniae - MK,Screening,,
34,556,1,3,,3715488,2329132,Inactive,116076351.0,,,,Screening for Inhibitors of the Mevalonate Pathway in Streptococcus Pneumoniae - DPM-DC,Screening,,
35,559,2,2,,3715488,2329132,Inactive,147728.0,,,,RNA polymerase,Screening,,
36,560,1,2,,3715488,2329132,Inactive,548814.0,6095.0,,,Primary Cell-based High Throughput Screening assay for activators of the Retinoic Acid Receptor-related orphan receptor A (RORA),Screening,,
37,561,1,3,,3715488,2329132,Inactive,548814.0,6095.0,,,Primary Cell-based High Throughput Screening assay for inhibitors of the Retinoic Acid Receptor-related orphan receptor A (RORA),Screening,,
38,565,1,4,,3715488,2329132,Inactive,1431733.0,,,,HIV-1 RT-RNase H  MLSCN HTS MH077605,Screening,,
39,567,1,4,,3715488,2329132,Inactive,55956923.0,3350.0,,,Primary HTS assay for 5-Hydroxytryptamine (Serotonin) Receptor Subtype 1a (5HT1a) agonists,Screening,,
40,568,1,7,,3715488,2329132,Inactive,5729877.0,3312.0,,IC50,High Throughput Screening Assay for Hsc70 Inhibitors,Confirmatory,,
41,568,1,7,,3715488,2329132,Inactive,24234686.0,3312.0,,IC50,High Throughput Screening Assay for Hsc70 Inhibitors,Confirmatory,,
42,570,1,4,,3715488,2329132,Inactive,4505209.0,4322.0,,,Primary biochemical high-throughput screening assay for inhibitors of Matrix Metalloproteinase 13 (MMP13) activity,Screening,,
43,571,1,4,,3715488,2329132,Inactive,112822.0,3354.0,,,Primary Cell Based High Throughput Screening Assay for Antagonists of the 5-Hydroxytryptamine Receptor Subtype 1E (5HT1E),Screening,,
