,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,538338,5,2,,123098996,9823820,Active,,,0.004,IC50,Inhibition of recombinant VEGFR2 after 1 hr by fluorescence polarization assay,Confirmatory,20869793.0,
1,624392,1,2,,135685148,9823820,Inactive,,,,,A screen for known kinase inhibitors that affect liver stage malaria,Other,,
2,624392,1,2,,135685149,9823820,Inactive,,,,,A screen for known kinase inhibitors that affect liver stage malaria,Other,,
3,624392,1,2,,135685168,9823820,Inactive,,,,,A screen for known kinase inhibitors that affect liver stage malaria,Other,,
4,624476,1,1,,137276042,9823820,Inconclusive,,,33.1734,Potency,Cytotoxicity counterscreen for NFkB agonists and antagonists,Confirmatory,,
5,624478,1,1,,137276042,9823820,Inactive,,,,Potency,qHTS Assay for Identification of Small Molecule Agonists for NFkB Signaling Pathway.,Confirmatory,,
6,624479,1,1,,137276042,9823820,Active,,,18.817999999999998,Potency,qHTS Assay for Identification of Small Molecule Antagonists for NFkB Signaling Pathway.,Confirmatory,,
7,651645,1,1,,137276042,9823820,Inactive,,,33.1734,Potency,Cell Proliferation Assay against the TMD8 Cell Line,Confirmatory,,
8,651646,1,1,,137276042,9823820,Inactive,,,41.7629,Potency,Cell Proliferation Assay against the HBL1 Cell Line,Confirmatory,,
9,651696,1,1,,137276042,9823820,Inactive,,,2.3485,Potency,Cell Proliferation Assay against a hMSC Cell Line,Confirmatory,,
10,651712,1,1,,137276042,9823820,Inactive,,,,Potency,Cell Proliferation Assay against the TMD8 Cell Line (Caspase readout at 16 hrs),Confirmatory,,
11,651713,1,1,,137276042,9823820,Inactive,,,,Potency,Cell Proliferation Assay against the TMD8 Cell Line (Caspase readout at 8 hrs),Confirmatory,,
12,686947,2,2,,137276042,9823820,Active,4885661.0,7525.0,3.4499,Potency,qHTS for small molecule inhibitors of Yes1 kinase: Primary Screen,Confirmatory,23787099.0,
13,686950,1,1,,137276042,9823820,Inactive,,,,Potency,qHTS for small molecule inhibitors of Yes1 kinase: Counter Assay,Other,,
14,710631,2,2,,123098996,9823820,Active,,,0.0052,IC50,Inhibition of VEGFR3,Confirmatory,23098265.0,
15,710632,2,2,,123098996,9823820,Active,,,0.004,IC50,Inhibition of VEGFR2,Confirmatory,23098265.0,
16,743244,1,1,,137276042,9823820,Inactive,,,,Potency,qHTS Assay for Identifying Gametocytocidal Compounds,Confirmatory,,
17,743322,2,1,,137276042,9823820,Inactive,,,21.1177,Potency,qHTS profiling for inhibitors of Plasmodium falciparum (3D7) proliferation,Confirmatory,,
18,743323,2,1,,137276042,9823820,Inactive,,,16.7744,Potency,qHTS profiling for inhibitors of Plasmodium falciparum (DD2) proliferation,Confirmatory,,
19,743324,2,1,,137276042,9823820,Inactive,,,11.8754,Potency,qHTS profiling for inhibitors of Plasmodium falciparum (HB3) proliferation,Confirmatory,,
20,743344,1,1,,137276042,9823820,Inactive,,,,Potency,qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (3D7) proliferation,Confirmatory,,
21,743345,1,1,,137276042,9823820,Inactive,,,14.9502,Potency,qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (DD2) proliferation,Confirmatory,,
22,743346,1,1,,137276042,9823820,Inactive,,,8.4071,Potency,qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (DD2) proliferation (Rep 2),Confirmatory,,
23,743347,1,1,,137276042,9823820,Inactive,,,,Potency,qHTS profiling of the MIPE4 collection as inhibitors of Plasmodium falciparum (HB3) proliferation,Confirmatory,,
24,1053194,1,1,,137276042,9823820,Inactive,,,,Potency,Cell Proliferation Assay Versus the ED40515 IL2 Independent  ATL cell lines,Confirmatory,,
25,1053195,1,1,,137276042,9823820,Active,,,20.930999999999997,Potency,Cell Proliferation Assay Versus the ED40515 IL2 Dependent  ATL cell lines,Confirmatory,,
26,1159510,3,1,,137276042,9823820,Inconclusive,,,29.5659,Potency,Immunotoxin (HA22) sensitization/mitigation study. Vehicle arm (PBS),Confirmatory,,
27,1159511,3,1,,137276042,9823820,Inconclusive,,,20.930999999999997,Potency,Immunotoxin (SS1P) sensitization/mitigation study - treatment arm,Confirmatory,,
