,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,155,1,1,,71923,65751,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the rad50 strain,Other,,
1,157,1,1,,71923,65751,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the mec2-1 strain,Other,,
2,161,1,1,,71923,65751,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the sgs1 mgt1 strain,Other,,
3,165,1,1,,71923,65751,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the cln2 rad14 strain,Other,,
4,167,1,1,,71923,65751,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the bub3 strain,Other,,
5,175,1,1,,71923,65751,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the mlh1 rad18 strain,Other,,
6,179,1,1,,520743,65751,Inactive,,,,,NCI AIDS Antiviral Assay,Confirmatory,,
7,781,1,1,,24823972,65751,Inactive,27807367.0,287022.0,,,uHTS for 14-3-3/Bad interaction inhibitors,Screening,,
8,782,1,2,,24823972,65751,Inactive,83627717.0,13684.0,,,uHTS for Small Molecule Inhibitors of Eukaryotic Translation Initiation,Screening,,
9,782,1,2,,24823972,65751,Inactive,302699239.0,1981.0,,,uHTS for Small Molecule Inhibitors of Eukaryotic Translation Initiation,Screening,,
10,798,2,12,,24823972,65751,Inactive,180352.0,,,,Factor XIa 1536 HTS,Screening,,
11,800,2,11,,24823972,65751,Inactive,317373446.0,2161.0,,,Factor XIIa 1536 HTS,Screening,,
12,873,1,13,,24823972,65751,Inactive,6912644.0,25818.0,,,Kallikrein 5 1536 HTS,Screening,,
13,880,2,1,,24823972,65751,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
14,880,2,1,,24823972,65751,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
15,940,1,2,,24823972,65751,Inactive,31881630.0,5732.0,,,Modulators of the EP2 prostaglandin E2 receptor - Primary Screening,Screening,,
16,1021,1,1,,24823972,65751,Inactive,7582271.0,4170.0,,,uHTS of Mcl-1/Bid interaction inhibitors,Screening,,
17,1022,1,1,,24823972,65751,Inactive,7582271.0,4170.0,,,uHTS of Mcl-1/Noxa interaction inhibitors,Screening,,
18,1046,1,6,,24823972,65751,Inactive,339641.0,2147.0,,,Thrombin 1536 HTS,Screening,,
19,1085,1,1,,24823972,65751,Inactive,139424501.0,5176170.0,,,uHTS for Small Molecule Inhibitiors of Epstein-Barr Virus Inhibitors,Screening,,
20,1230,1,3,,24823972,65751,Inactive,89993689.0,4193.0,,,E3 Ligase HTS_1536,Screening,,
21,1236,1,1,,24823972,65751,Inactive,1628587.0,397393.0,,,uHTS for Calpain Inhibitors,Screening,,
22,1242,1,1,,24823972,65751,Inactive,11094021.0,,,,C. albicans biofilm killing---Mixture HTS,Screening,,
23,1274,1,2,,24823972,65751,Inactive,115298672.0,653361.0,,,"uHTS of small molecular inhibitors for p47phox, a regulatory protein of NADPH oxidases (Noxs)",Screening,,
24,1376,1,2,,24823972,65751,Inactive,15608158.0,886069.0,,IC50,Inhibitors of Mycobacterial Glucosamine-1-phosphate acetyl transferase (GlmU),Confirmatory,,
25,1377,1,1,,24823972,65751,Inactive,,,,,HTS to identify inhibitors of zVAD Induced Cell Death in L929 Cells.,Screening,,
26,1381,1,1,,24823972,65751,Inactive,,,,,HCS to Identify Inhibitors of Dynein Mediated Cargo Transport on Microtubules.,Screening,,
27,1385,2,2,,24823972,65751,Inactive,49168602.0,5888.0,,,Homologous recombination - Rad 51,Screening,,
28,1415,1,2,,24823972,65751,Inactive,10567816.0,2775.0,,,"Multiplexed high-throughput screen for small molecule regulators of RGS family protein interactions, specifically RGS4-Galphao.",Screening,,
29,1415,1,2,,24823972,65751,Inactive,86301151.0,5999.0,,,"Multiplexed high-throughput screen for small molecule regulators of RGS family protein interactions, specifically RGS4-Galphao.",Screening,,
30,1422,1,1,,24823972,65751,Inactive,31881630.0,5732.0,,,Inhibitors of the EP2 Prostaglandin E2 Receptor - Primary Screen,Screening,,
31,1423,1,2,,24823972,65751,Inactive,10567816.0,2775.0,,,"Multiplexed high-throughput screen for small molecule regulators of RGS family protein interactions, specifically RGS8-Galphao.",Screening,,
32,1423,1,2,,24823972,65751,Inactive,74355113.0,85397.0,,,"Multiplexed high-throughput screen for small molecule regulators of RGS family protein interactions, specifically RGS8-Galphao.",Screening,,
