,AID,AID Version,AID Revision,Panel Member ID,SID,CID,Bioactivity Outcome,Target GI,Target GeneID,Activity Value [uM],Activity Name,Assay Name,Bioassay Type,PubMed ID,RNAi
0,155,1,1,,74199,7175,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the rad50 strain,Other,,
1,157,1,1,,74199,7175,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the mec2-1 strain,Other,,
2,161,1,1,,74199,7175,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the sgs1 mgt1 strain,Other,,
3,165,1,1,,74199,7175,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the cln2 rad14 strain,Other,,
4,167,1,1,,74199,7175,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the bub3 strain,Other,,
5,175,1,1,,74199,7175,Inactive,,,,,NCI Yeast Anticancer Drug Screen. Data for the mlh1 rad18 strain,Other,,
6,200,1,1,,74199,7175,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  B16 Melanoma (intraperitoneal) in B6C3F1 mice,Other,,
7,248,1,1,,85387,7175,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  L1210 Leukemia (intraperitoneal) in B6D2F1 (BDF1) mice,Other,,
8,330,1,1,,74199,7175,Inactive,,,,,NCI In Vivo Anticancer Drug Screen. Data for tumor model  P388 Leukemia (intraperitoneal) in CD2F1 (CDF1) mice,Other,,
9,421,1,3,,17388756,7175,Inactive,,,,,Cell Viability - BJ,Confirmatory,,
10,421,1,3,,17389533,7175,Inactive,,,,,Cell Viability - BJ,Confirmatory,,
11,426,1,2,,17388756,7175,Inactive,,,,,Cell Viability - Jurkat,Confirmatory,,
12,426,1,2,,17389533,7175,Inactive,,,,,Cell Viability - Jurkat,Confirmatory,,
13,427,1,1,,17388756,7175,Inactive,,,,,Cell Viability - Hek293,Confirmatory,,
14,427,1,1,,17389533,7175,Inactive,,,,,Cell Viability - Hek293,Confirmatory,,
15,433,1,1,,17388756,7175,Inactive,,,,,Cell Viability - HepG2,Confirmatory,,
16,433,1,1,,17389533,7175,Inactive,,,,,Cell Viability - HepG2,Confirmatory,,
17,434,1,2,,17388756,7175,Inactive,,,,,Cell Viability - MRC5,Confirmatory,,
18,434,1,2,,17389533,7175,Inactive,,,,,Cell Viability - MRC5,Confirmatory,,
19,435,1,2,,17388756,7175,Inactive,,,,,Cell Viability - SK-N-SH,Confirmatory,,
20,435,1,2,,17389533,7175,Inactive,,,,,Cell Viability - SK-N-SH,Confirmatory,,
21,445,3,1,,17388756,7175,Inactive,10092619.0,4792.0,,,IkB Signaling,Confirmatory,,
22,445,3,1,,17389533,7175,Inactive,10092619.0,4792.0,,,IkB Signaling,Confirmatory,,
23,530,1,1,,17388756,7175,Inactive,2499604.0,26414.0,,,JNK3 AlphaScreen Assay,Confirmatory,,
24,530,1,1,,17389533,7175,Inactive,2499604.0,26414.0,,,JNK3 AlphaScreen Assay,Confirmatory,,
25,540,1,1,,17388756,7175,Inactive,,,,,Cell Viability - N2a,Confirmatory,,
26,540,1,1,,17389533,7175,Inactive,,,,,Cell Viability - N2a,Confirmatory,,
27,541,1,1,,17388756,7175,Inactive,,,,,Cell Viability - NIH 3T3,Confirmatory,,
28,541,1,1,,17389533,7175,Inactive,,,,,Cell Viability - NIH 3T3,Confirmatory,,
29,542,1,1,,17388756,7175,Inactive,,,,,Cell Viability - HUV-EC-C,Confirmatory,,
30,542,1,1,,17389533,7175,Inactive,,,,,Cell Viability - HUV-EC-C,Confirmatory,,
31,543,1,1,,17388756,7175,Inactive,,,,,Cell Viability - H-4-II-E,Confirmatory,,
32,543,1,1,,17389533,7175,Inactive,,,,,Cell Viability - H-4-II-E,Confirmatory,,
33,544,2,1,,17388756,7175,Inactive,,,,,Cell Viability - SH-SY5Y,Confirmatory,,
34,544,2,1,,17389533,7175,Inactive,,,,,Cell Viability - SH-SY5Y,Confirmatory,,
35,545,1,1,,17388756,7175,Inactive,,,,,Cell Viability - Renal Proximal Tubule,Confirmatory,,
36,545,1,1,,17389533,7175,Inactive,,,,,Cell Viability - Renal Proximal Tubule,Confirmatory,,
37,546,1,1,,17388756,7175,Inactive,,,,,Cell Viability - Mesenchymal,Confirmatory,,
38,546,1,1,,17389533,7175,Inactive,,,,,Cell Viability - Mesenchymal,Confirmatory,,
39,584,1,3,,17388756,7175,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay with detergent),Confirmatory,,
40,584,1,3,,17389533,7175,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay with detergent),Confirmatory,,
41,585,1,4,,17388756,7175,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay without detergent),Confirmatory,,
42,585,1,4,,17389533,7175,Inactive,119389684.0,,,,Promiscuous and Specific Inhibitors of AmpC Beta-Lactamase (assay without detergent),Confirmatory,,
43,595,1,3,,17388756,7175,Inactive,,,,,qHTS Assay for Disrupters of an Hsp90 Co-Chaperone Interaction,Confirmatory,,
44,595,1,3,,17389533,7175,Inactive,,,,,qHTS Assay for Disrupters of an Hsp90 Co-Chaperone Interaction,Confirmatory,,
45,596,1,2,,17388756,7175,Inactive,92096784.0,4137.0,,,qHTS Assay for Tau Filament Binding,Confirmatory,,
46,596,1,2,,17389533,7175,Inactive,92096784.0,4137.0,,,qHTS Assay for Tau Filament Binding,Confirmatory,,
47,603,1,2,,17388756,7175,Inactive,,,,,qHTS Assay for Inhibitors of DNA Polymerase III Holoenzyme System,Confirmatory,,
48,603,1,2,,17389533,7175,Inactive,,,,,qHTS Assay for Inhibitors of DNA Polymerase III Holoenzyme System,Confirmatory,,
49,605,1,2,,17388756,7175,Inactive,84028058.0,,,,qHTS Assay for Inhibitors of YjeE,Confirmatory,,
50,605,1,2,,17389533,7175,Inactive,84028058.0,,,,qHTS Assay for Inhibitors of YjeE,Confirmatory,,
51,654,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) HepG2,Confirmatory,,
52,654,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) HepG2,Confirmatory,,
53,655,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Jurkat,Confirmatory,,
54,655,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Jurkat,Confirmatory,,
55,656,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) HUV-EC-C,Confirmatory,,
56,656,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) HUV-EC-C,Confirmatory,,
57,657,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) SHSY5Y,Confirmatory,,
58,657,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) SHSY5Y,Confirmatory,,
59,658,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) BJ,Confirmatory,,
60,658,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) BJ,Confirmatory,,
61,659,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) MRC-5,Confirmatory,,
62,659,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) MRC-5,Confirmatory,,
63,660,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Mesangial,Confirmatory,,
64,660,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Mesangial,Confirmatory,,
65,661,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) SK-N-SH,Confirmatory,,
66,661,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) SK-N-SH,Confirmatory,,
67,662,1,1,,17388756,7175,Inactive,,,,,Cell signaling CRE-BLA (Fsk stim),Confirmatory,,
68,662,1,1,,17389533,7175,Inactive,,,,,Cell signaling CRE-BLA (Fsk stim),Confirmatory,,
69,663,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) H-4-II-E,Confirmatory,,
70,663,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) H-4-II-E,Confirmatory,,
71,664,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Hek293,Confirmatory,,
72,664,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Hek293,Confirmatory,,
73,665,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) N2a,Confirmatory,,
74,665,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) N2a,Confirmatory,,
75,666,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) NIH 3T3,Confirmatory,,
76,666,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) NIH 3T3,Confirmatory,,
77,667,1,1,,17388756,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Renal Proximal Tubule,Confirmatory,,
78,667,1,1,,17389533,7175,Inactive,,,,,Cellular Toxicity (caspase-3) Renal Proximal Tubule,Confirmatory,,
79,875,1,2,,17388756,7175,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore),Confirmatory,,
80,875,1,2,,17389533,7175,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Green Fluorophore),Confirmatory,,
81,880,2,1,,17388756,7175,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
82,880,2,1,,17388756,7175,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
83,880,2,1,,17389533,7175,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
84,880,2,1,,17389533,7175,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
85,880,2,1,,26752854,7175,Inactive,3290016.0,6002.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
86,880,2,1,,26752854,7175,Inactive,33946324.0,2770.0,,,qHTS Assay for Inhibitors of RGS12 GoLoco Motif Activity (Red Fluorophore),Confirmatory,,
87,881,2,2,,17388756,7175,Inactive,317373425.0,247.0,,Potency,qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2),Confirmatory,,
88,881,2,2,,17389533,7175,Inactive,317373425.0,247.0,,Potency,qHTS Assay for Inhibitors of 15-hLO-2 (15-human lipoxygenase 2),Confirmatory,,
89,884,1,2,,17388756,7175,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4,Confirmatory,,
90,884,1,2,,17389533,7175,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Inhibitors and Substrates of Cytochrome P450 3A4,Confirmatory,,
91,885,1,2,,17388756,7175,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Activators of Cytochrome P450 3A4,Confirmatory,,
92,885,1,2,,17389533,7175,Inactive,13435386.0,1576.0,,Potency,qHTS Assay for Activators of Cytochrome P450 3A4,Confirmatory,,
93,886,1,2,,17388756,7175,Inactive,122921310.0,,,Potency,"qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II)",Confirmatory,,
94,886,1,2,,17388756,7175,Inactive,122921311.0,,,Potency,"qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II)",Confirmatory,,
95,886,1,2,,17389533,7175,Inactive,122921310.0,,,Potency,"qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II)",Confirmatory,,
96,886,1,2,,17389533,7175,Inactive,122921311.0,,,Potency,"qHTS Assay for Inhibitors of HADH2 (Hydroxyacyl-Coenzyme A Dehydrogenase, Type II)",Confirmatory,,
97,887,1,2,,17388756,7175,Inactive,1832253.0,246.0,,Potency,qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase),Confirmatory,,
98,887,1,2,,17389533,7175,Inactive,1832253.0,246.0,,Potency,qHTS Assay for Inhibitors of 15-hLO (15-human lipoxygenase),Confirmatory,,
99,889,1,3,,17388756,7175,Inactive,1730092.0,840.0,,Potency,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7,Confirmatory,,
100,889,1,3,,17389533,7175,Inactive,1730092.0,840.0,,Potency,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-7,Confirmatory,,
101,892,1,2,,17388756,7175,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Red Fluorophore),Confirmatory,,
102,892,1,2,,17389533,7175,Inactive,159162802.0,,,Potency,qHTS Assay for Inhibitors of BRCT-Phosphoprotein Interaction (Red Fluorophore),Confirmatory,,
103,893,1,2,,17388756,7175,Inactive,122921310.0,,,Potency,"qHTS Assay for Inhibitors of HSD17B4, hydroxysteroid (17-beta) dehydrogenase 4",Confirmatory,,
104,893,1,2,,17388756,7175,Inactive,122921311.0,,,Potency,"qHTS Assay for Inhibitors of HSD17B4, hydroxysteroid (17-beta) dehydrogenase 4",Confirmatory,,
105,893,1,2,,17389533,7175,Inactive,122921310.0,,,Potency,"qHTS Assay for Inhibitors of HSD17B4, hydroxysteroid (17-beta) dehydrogenase 4",Confirmatory,,
106,893,1,2,,17389533,7175,Inactive,122921311.0,,,Potency,"qHTS Assay for Inhibitors of HSD17B4, hydroxysteroid (17-beta) dehydrogenase 4",Confirmatory,,
107,894,2,1,,17388756,7175,Inactive,31542939.0,3248.0,,Potency,qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase),Confirmatory,,
108,894,2,1,,17389533,7175,Inactive,31542939.0,3248.0,,Potency,qHTS Assay for Inhibitors of HPGD (15-Hydroxyprostaglandin Dehydrogenase),Confirmatory,,
109,900,1,3,,17388756,7175,Inactive,15431328.0,834.0,,Potency,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1,Confirmatory,,
110,900,1,3,,17389533,7175,Inactive,15431328.0,834.0,,Potency,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1,Confirmatory,,
111,902,1,2,,17388756,7175,Inactive,120407068.0,7157.0,,Potency,qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Nonpermissive Temperature,Confirmatory,,
112,902,1,2,,17389533,7175,Inactive,120407068.0,7157.0,,Potency,qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Nonpermissive Temperature,Confirmatory,,
113,912,1,2,,17388756,7175,Inconclusive,21392848.0,,,Potency,qHTS Assay for Anthrax Lethal Toxin Internalization,Confirmatory,,
114,912,1,2,,17389533,7175,Inactive,21392848.0,,,Potency,qHTS Assay for Anthrax Lethal Toxin Internalization,Confirmatory,,
115,921,1,2,,17388756,7175,Inactive,,,,Potency,Cell Viability - LYMP2-001,Confirmatory,,
116,921,1,2,,17389533,7175,Inactive,,,,Potency,Cell Viability - LYMP2-001,Confirmatory,,
117,923,1,2,,17388756,7175,Inactive,,,,Potency,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1: Spectroscopic Profiling in AFC Spectral Region,Confirmatory,,
118,923,1,2,,17389533,7175,Inactive,,,,Potency,qHTS Assay for Allosteric/Competitive Inhibitors of Caspase-1: Spectroscopic Profiling in AFC Spectral Region,Confirmatory,,
119,924,1,2,,17388756,7175,Inactive,120407068.0,7157.0,,Potency,qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Permissive Temperature,Confirmatory,,
120,924,1,2,,17389533,7175,Inactive,120407068.0,7157.0,,Potency,qHTS Screen for Compounds that Selectively Target Cancer Cells with p53 Mutations: Cytotoxicity of p53ts Cells at the Permissive Temperature,Confirmatory,,
121,925,1,2,,17388756,7175,Inactive,4504349.0,3043.0,,Potency,qHTS Assay for Modulators of Hemoglobin Beta Chain Splicing,Confirmatory,,
122,925,1,2,,17389533,7175,Inactive,4504349.0,3043.0,,Potency,qHTS Assay for Modulators of Hemoglobin Beta Chain Splicing,Confirmatory,,
123,926,1,2,,17388756,7175,Inactive,38016895.0,7253.0,,Potency,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor,Confirmatory,,
124,926,1,2,,17389533,7175,Inconclusive,38016895.0,7253.0,12.5893,Potency,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor,Confirmatory,,
125,938,1,2,,17388756,7175,Inactive,38016895.0,7253.0,,Potency,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: Activators of Intracellular cAMP Concentrations in Parental HEK 293,Confirmatory,,
126,938,1,2,,17389533,7175,Inactive,38016895.0,7253.0,12.5893,Potency,qHTS Assay for Agonists of the Thyroid Stimulating Hormone Receptor: Activators of Intracellular cAMP Concentrations in Parental HEK 293,Confirmatory,,
127,946,1,2,,17388756,7175,Inactive,,,,Potency,MultiTox-Fluor Cytotoxicity Assay - LYMP1-001 - Dead Cells,Confirmatory,,
128,946,1,2,,17389533,7175,Inactive,,,,Potency,MultiTox-Fluor Cytotoxicity Assay - LYMP1-001 - Dead Cells,Confirmatory,,
129,947,1,2,,17388756,7175,Inactive,,,,Potency,MultiTox-Fluor Cytotoxicity Assay - LYMP1-001 - Live Cells,Confirmatory,,
130,947,1,2,,17389533,7175,Inactive,,,,Potency,MultiTox-Fluor Cytotoxicity Assay - LYMP1-001 - Live Cells,Confirmatory,,
131,948,1,2,,17388756,7175,Inactive,,,,Potency,Cell Viability - LYMP1-002 - Assay at 16 hr,Confirmatory,,
132,948,1,2,,17389533,7175,Inactive,,,,Potency,Cell Viability - LYMP1-002 - Assay at 16 hr,Confirmatory,,
133,955,1,2,,17388756,7175,Inactive,,,,Potency,MultiTox-Fluor Cytotoxicity Assay - LYMP1-002 - Live Cells,Confirmatory,,
134,955,1,2,,17389533,7175,Inactive,,,,Potency,MultiTox-Fluor Cytotoxicity Assay - LYMP1-002 - Live Cells,Confirmatory,,
