129306-04-3-18383;O=C2N(Cc1ccccc1)CC(=O)C23(CC3);1;NO
NO_CAS-16778;O=C(OC)C(=NOCF)c1nc(N)sn1;1;NO
34832-35-4-3497;[O-]C(C)=S;0;NO
100559-67-9-1031;O=C(Oc1ccc(cc1)C(=O)OCc2ccccc2)c3cccc(c3)C(=O)Oc4ccc(cc4)C(=O)OCc5ccccc5;0;NO
271-63-6-12829;n1cccc2cc[nH]c12;0;NO
34813-49-5-12649;O=S(=O)(N)C(C)(C)C;0;NO
NO_CAS-14257;O=C(OCC(C)C)Nc1cccc2c(O)c(cc(OCCOS(=O)(=O)C)c12)C(=O)NCCCC;0;NO
17474-27-0-12671;O=C2OC(OC(=O)C2(=Cc1ccc(O)cc1))(C)C;0;NO
3458-28-4-12600;O=CC(O)C(O)C(O)C(O)CO;0;NO
7473-98-5-13920;O=C(c1ccccc1)C(O)(C)C;0;NO
6673-14-9-18383;O=C(C=Cc1ccc(cc1)N(C)C)C=Cc2ccc(cc2)N(C)C;0;NO
92875-19-9-1086;O=C(Nc3ccc(N=Nc1cc(ccc1(O))c2ccccc2)cc3)c4ccccc4;0;NO
NO_CAS-16718;Fc1cc(cc(F)c1(F))C2=CCC(CC2)CCC3CCC(CCC)CC3;0;NO
NO_CAS-16959;O=C1OC2=CC=CC=CC2(=C1);1;NO
NO_CAS-14782;O=C(O)C(NC(=O)N)(C)Cc1ccc(OC)c(OC)c1;0;NO
NO_CAS-15729;N1=C(N=C2C1=C3C=CC=CC3(=NCC2))C;0;NO
NO_CAS-18383;O=C(OC(C(=O)OCCCCCCCCCCCC)C)c1ccc(c(c1)[N+](=O)[O-])Cl;0;NO
134074-64-9-10774;O=C(n1cncc1)N2C(OCC2(C)C)(C)CCCc3ccc(cc3)Cl;0;NO
NO_CAS-14326;O=C(O)CCCS(=O)(=O)CCCCCCCCCCCC;0;NO
NO_CAS-17560;C1=C(CCCC)CCC(C1)C2CCC(CCC)CC2;0;NO
NO_CAS-18383;O=C6OC(C=C(c2c1ccccc1n(c2C)CC)c4c3ccccc3n(c4C)CC)(c5ccc(cc5)N(CC)CC)c7ccccc67;0;NO
1647-16-1-1967;C=CCCCCCCC=C;0;NO
83056-79-5-18383;O=C1NC(C(=O)OC(C)(C)C)CN1C;0;NO
NO_CAS-14850;O=CNN(C=O)CC(CBr)Br;1;NO
67583-77-1-10762;O(CC)C1CC(C)CC(C)(C)C1;0;NO
74150-27-9-10061;O=C4NN=C(c1ccc2nc([nH]c2(c1))c3ccc(OC)cc3)C(C)C4;0;NO
NO_CAS-18383;O=C(OCCCN2c1ccc(cc1CC2)CC([N+](=O)[O-])C)c3ccccc3;0;NO
NO_CAS-15268;O=C(O)c1ccc(OC(=O)CCCCCCCCC)cc1;0;NO
2767-90-0-9973;n1ccc(cc1)N2CCCCC2;0;NO
NO_CAS-16366;O=S(=O)(c1ccccc1)SCCl;1;NO
NO_CAS-18383;C1CCC(CC1)SCSC2CCCCC2;0;NO
91788-83-9-1898;O=C(OC1CC(N(C)C(C)(C)C1)(C)C)CC(C(=O)OC2CC(N(C)C(C)(C)C2)(C)C)C(C(=O)OC3CC(N(C)C(C)(C)C3)(C)C)CC(=O)OC4CC(N(C)C(C)(C)C4)(C)C;0;NO
89923-61-5-18383;O=[N+]([O-])c5ccc(C=Cc1ccc(cc1S(=O)(=O)O)[N+]([O-])=Nc4ccc(N=Nc3cccc2c3(cccc2S(=O)(=O)O))c(N)c4)c(c5)S(=O)(=O)O;1;NO
28683-81-0-18383;O=C1C=CC=CC1=C2NC(=O)c3cc(ccc3(N2))Cl;0;NO
3685-23-2-12445;O=C(O)C1CCC(N)CC1;0;NO
39515-40-7-755;N#CC(OC(=O)C1C(C=C(C)C)C1(C)(C))c3cccc(Oc2ccccc2)c3;0;NO
NO_CAS-18383;O=S(=O)(O)OCCS(=O)(=O)c1ccc(cc1)Nc2nc(nc(n2)Cl)Nc3ccc(c(N)c3)S(=O)(=O)O;0;NO
1170661-03-6-13413;OCC1(C#C[Si](C)(C)C)(OC(O)C=C1);1;NO
125034-27-7-12309;FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(COCC=C)C(F)(F)F;0;NO
22977-34-0-12908;O=C(NCc1cnccc1)C;0;NO
67338-62-9-1990;O=C(Nc2cc(ccc2(N=Nc1nnc(s1)SCC))N(Cc3ccccc3)CC)C;0;NO
30414-53-0-10766;O=C(OC)CC(=O)CC;0;NO
NO_CAS-17333;O=C(c1ccc3c(c1)c2cc(ccc2n3CC)C(=NO)CC(NO)C)c5cccc4ccccc45;1;NO
891503-75-6-18383;N=3c2ccc1ccccc1c2C(C=3C)(C)Cc4ccccc4;0;NO
95335-46-9-18383;O=C(O)Cc1ccccc1CCl;0;NO
59045-82-8-18383;O=C(O)C1CNCCC1;0;NO
6330-39-8-12306;O=S(=O)(CS(=O)(=O)C(C)C)C(C)C;0;NO
5760-38-3-10700;O(C)C(C(C)C)Cl;0;NO
513-35-9-13822;C(=C(C)C)C;0;NO
34551-63-8-10065;O=C(C2=C(NC(=C(C(=O)C)C2(c1ccccc1[N+](=O)[O-]))C)C)C;0;NO
NO_CAS-17229;N#CCC3(OC(=O)C(=C)C)(C1CC2CC(C1)CC3(C2));0;NO
116822-18-5-2556;O=C(NCCN(CC)CC)c1ccc2n[nH]nc2(c1);0;NO
121664-65-1-2278;O=C(OC)C(NCc1occc1)CC;0;NO
NO_CAS-14080;O=C(N1CCN(C(=O)CCC)CCC1)CCC;0;NO
119907-09-4-18383;O=C(O)C(C)C1N(C(=O)C1(C(O[Si](C)(C)C(C)(C)C)C))CC(=O)OC(C)(C)C;0;NO
NO_CAS-17278;O=C(c1cc(c(OC)c(c1)C(C)(C)C)N2CCOCC2)CBr;0;NO
1177377-60-4-13242;c1cc(ccc1C)C2CCC(CC2)C3CCC(CCC=CC)CC3;0;NO
153752-15-9-3521;O=C1c4ccccc4(C(=O)c2c(O)c3c(c(O)c12)CCC(NC(=O)C(F)(F)F)(C(=O)C)C3);0;NO
5445-19-2-923;O=C(OC)C(CCCC)Br;0;NO
NO_CAS-17303;O=C(N(C)C)CCOCCCC;0;NO
NO_CAS-18383;O=C(Oc1ccc(cc1[N+](=O)[O-])CSc2nnnn2CC(=O)OCC(C)C)N(c4cccc3c(O)c(ccc34)C(=O)Nc5cc(ccc5(OC))Cl)CCCCCCCCCCCC;0;NO
98809-11-1-2211;O=C1Nc2ccc(cc2(N1))NC(=O)C(N=Nc3ccc(cc3)Nc4nc(nc(n4)NCCCN(CC)CC)NCCCN(CC)CC)C(=O)C;1;NO
NO_CAS-16951;O=C(O)c2cc(c(C(=O)c1cc(ccc1C)I)c(c2)C)C;0;NO
596-31-6-18383;O(C)C(c1ccccc1)(c2ccccc2)c3ccccc3;0;NO
NO_CAS-15514;Oc1ccc(cc1Cc2c(O)c(cc(c2C)Cc3cc(cc(c3(O))Cc4cc(c(O)c(c4C)Cc5cc(ccc5(O))C)C)C)C)C;0;NO
71771-90-9-1704;Oc1ccc(cc1)C(O)CNCCc2ccc(OC)c(OC)c2;1;NO
39187-47-8-18383;O=C(OC)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F;0;NO
NO_CAS-18383;c1ccc(cc1)C(=CN(c2ccc(cc2)c3ccc(cc3)N(C=C(c4ccccc4)c5ccccc5)c6ccc(cc6C)C)c7ccc(cc7C)C)c8ccccc8;0;NO
685885-79-4-13282;OCc1cc(OC)c(c(OC)c1)c2cccc3c(c(nn23)CC)N(CC4CCOCC4)CC5CC5;0;NO
NO_CAS-16833;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccccc4C;0;NO
101947-16-4-18383;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](OCC)(OCC)OCC;0;NO
6073-20-7-543;Oc1ccc(cc1(N))C(C)(C)CC(C)(C)C;0;NO
90-50-6-3375;O=C(O)C=Cc1cc(OC)c(OC)c(OC)c1;0;NO
NO_CAS-17130;Oc3ccc(cc3(N=Nc1c(O)n(nc1C)c2ccc(c(c2)Cl)Cl))Cl;0;NO
NO_CAS-18034;Fc1ccc(c(c1)NN)Br;1;NO
55204-51-8-18383;O=C(NC(OC)C)C;0;NO
909122-14-1-12102;Fc1c(ccc(OCC)c1Cl)Br;0;NO
NO_CAS-16102;O=C(NN)CCc1ccc(O)cc1;0;NO
10572-60-8-18383;O=C2c4ccccc4(C(=O)c3c(ccc(Nc1ccc(cc1)C)c23)NC(C)C);0;NO
94725-55-0-18383;O=C(Nc1cc(c(cc1(O))NC(=O)C(Oc2ccccc2Cl)CCCCCCCCCCCC)Cl)c3ccc(cc3)C(C)(C)C;0;NO
77154-19-9-853;O=S(=O)(Oc1ccc(cc1)S(=O)(=O)Cl)C;1;NO
63-05-8-13877;O=C3C=C2CCC1C4CCC(=O)C4(C)(CCC1C2(C)CC3);0;NO
542-58-5-10894;O=C(OCCCl)C;0;NO
50639-37-7-2055;O=C=NCCCCCCN1C(=O)OC(=O)N(C1(=O))CCCCCCN=C=O;0;NO
1187579-75-4-13553;O=C(OCOCC)C1CCC(C(=O)OCOCC)CC1;1;NO
NO_CAS-17613;OC3c2cccc(OCc1ccccc1)c2CCC3;0;NO
NO_CAS-18018;O=S(O)C2CC1C=CC2(C1);0;NO
NO_CAS-15422;O=C2C1=C(CCC1)SN2C;0;NO
NO_CAS-16794;O(CCC[Si](OC)(OC)OC)CC1O[Si]2(OCCN(C1)CC(O2)COCCC[Si](OC)(OC)OC)C=C;1;NO
490-64-2-3693;O=C(O)c1cc(OC)c(OC)cc1(OC);0;NO
NO_CAS-18383;O=C(c1ccccc1)N2CCC(=C)CC2;0;NO
2196-99-8-10776;O=C(c1ccc(OC)cc1)CCl;0;NO
NO_CAS-18383;c1cc(ccc1CC(C)C)Br;0;NO
84809-01-8-18383;O=C(Nc1ccccc1CC)C=%18C=C4C=CC=3C(N=C2C=CC=CC2=3)=C4C(N=Nc5ccc(cc5)N(c%11ccc(N=NC9C(O)=C(C=C8C=CC=7C(N=C6C=CC=CC6=7)=C89)C(=O)Nc%10ccccc%10CC)cc%11)c%17ccc(N=NC%15C(O)=C(C=C%14C=CC=%13C(N=C%12C=CC=CC%12=%13)=C%14%15)C(=O)Nc%16ccccc%16CC)cc%17)C=%18(O);0;NO
NO_CAS-17025;O=C(OC)C=CC(=O)OCc1ccccc1;0;NO
79540-62-8-3017;O=C(Nc1cccc(c1Cl)Cl)c2ccc(O)cc2;0;NO
762268-78-0-11396;O=C(OCC(CC)CC(COC(=O)C(C)(C)C)CC)C(C)(C)C;0;NO
5197-62-6-2164;OCCOCCOCCCl;1;NO
NO_CAS-16017;O=S(=O)(O)c1ccc3c2c1CCCN2CCC3;0;NO
54396-44-0-1905;FC(F)(F)c1cccc(N)c1C;0;NO
101819-99-2-1024;Oc1c(N)cc(c(c1Cl)CC)Cl;0;NO
NO_CAS-17288;O=C(Oc1ccc2cc(ccc2(c1))C(=O)Oc3ccc(O)cc3CCC)C=C;0;NO
NO_CAS-14959;O=C(N)C(N)Cc1ccccc1;0;NO
27619-89-2-12659;O=S(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)Cl;0;NO
61526-97-4-3683;c1cc(ccc1N(c2ccc(cc2)C)c3ccc(cc3)C(c4ccc(cc4)N(c5ccc(cc5)C)c6ccc(cc6)C)C(C)C)C;0;NO
NO_CAS-18383;Oc1ccc(cc1)C(c2cc(c(O)cc2C)C(C)(C)C)c3cc(c(O)cc3C)C(C)(C)C;0;NO
NO_CAS-16786;O=C(Oc1c(cc(O)cc1C(C)(C)C)C(C)(C)C)C;0;NO
160970-54-7-18383;O=C(N)c1cc(cc2c1N(CC2)CCCO)CC(NCCOc3ccccc3(OCC(F)(F)F))C;0;NO
25625-62-1-10419;c1cc2NC(C(Nc2(cc1C))=S)=S;0;NO
13675-20-2-1871;O=C(OCC(CC)CCCC)C(=O)OCC(CC)CCCC;0;NO
99-77-4-690;O=C(OCC)c1ccc(cc1)[N+](=O)[O-];1;NO
5722-93-0-18383;O=C(O)c1cc(OC)c(OC)cc1(O);0;NO
NO_CAS-14547;O=C(Nc1cc(ccc1(OC))NC(=O)CCCCCCCCCCCCCCCCC)CC(=O)C(C)(C)C;0;NO
108261-07-0-18383;OC3c2cc1OCOc1c(OC)c2CN(C)C3;0;NO
NO_CAS-18383;C(C1CS1)SCC2CS2;1;NO
92096-37-2-11150;O=C(OC(c1ccccc1)c2ccccc2)C5=C(OS(=O)(=O)C)CSC4N5(C(=O)C4(NC(=O)Cc3ccccc3));0;NO
18551-20-7-10631;O(C)[Si](OC)(C1CCCCC1)C2CCCCC2;0;NO
63139-21-9-12801;OB(O)c1ccc(cc1)CC;0;NO
NO_CAS-14645;O=C(O)C1CC1(C(=O)OC)Cl;0;NO
83573-67-5-993;O=C(O)CCc1cc(c(O)c(c1)C(C)(C)C)n2nc3ccc(cc3(n2))Cl;0;YES
NO_CAS-15188;O=C(N(CCCC)CCCC)CCl;0;NO
1435-48-9-2190;Fc1ccc(cc1Cl)Cl;0;NO
871360-40-6-11643;O=S(=O)(Nc1c(cccc1C)C2=NC(CO2)C(C)C)C;0;NO
570415-88-2-18383;O=C(Nc1nc(OC)cc(n1)OC)NS(=O)(=O)c3c(nc2ccc(nn23)CCC)Cl;0;NO
67911-21-1-3816;O=C1OC(=O)C2C1C2(C)(C);0;NO
355-93-1-3133;O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)F)C(=C)C;0;NO
7328-91-8-10585;NCC(C)(C)CN;0;NO
NO_CAS-16662;O=CCCC1CCC(CC1)C3CCC(c2ccc(cc2)C)CC3;0;NO
49776-81-0-11169;C(=NCCCCC=C)=S;0;NO
NO_CAS-14676;O=C(OCc1ccccc1)C(NC(C(=O)OCC)CCc2ccccc2)C;0;NO
7022-45-9-11149;O=Cc1ccccc1SC;1;NO
NO_CAS-18383;N#CC(c1ccccc1C)=C4C=CC(=NOS(=O)(=O)c3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)S4;0;NO
NO_CAS-16114;O=S(=O)(Nc1cccc(c1)S(=O)(=O)Cl)C;0;NO
NO_CAS-18011;O=CC=C(c2ccc(OCCCCc1cccc(F)c1C)cc2)Cl;0;NO
80620-67-3-796;c1cc(cc(c1)C)N(C)CCCCCCN(c2cccc(c2)C)CC;0;NO
NO_CAS-15668;O=C(Nc1ccc(cc1(OCC(CC)CCCC))[N+](=O)[O-])C;0;NO
358749-96-9-11360;O=C(OCC)C4Cc3c(c2c(nc(c(c2(c1ccc(OC)cc1))Cl)CCl)s3)CC4;1;NO
NO_CAS-18383;O=C(OC(C)(C)C)Cc2ccc3OCc1ccccc1C(O)(c3(c2))CCCN(C)C;0;NO
NO_CAS-15936;O=C(NCCCN(CCCC)CCCC)C(=C)C;0;NO
821-10-3-1250;C(#CCCl)CCl;1;NO
304690-94-6-10946;Nc1ccc2c(c1)N(C)CCC2;0;NO
181064-93-7-12058;O=C5OC2(c4ccc(cc4(Oc1ccc(cc12)Nc3cccc(c3)C(F)(F)F))N(CCCCC)CCCCC)c6ccccc56;0;NO
103597-45-1-18383;Oc1c(cc(cc1Cc2cc(cc(c2(O))n3nc4ccccc4(n3))C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C)n5nc6ccccc6(n5);0;NO
68890-66-4-3638;O=C1C=C(C=C(N1(O))CC(C)CC(C)(C)C)C;0;NO
NO_CAS-18383;O=C(c1nn2c(nn(C(=O)C)c2(c1))c3ccc(c(c3)Cl)Cl)Cl;1;NO
5520-62-7-14163;O=C(c1ccccc1)C[N+]34(CN2CN(CN(C2)C3)C4);1;NO
877606-63-8-11773;O=C3Nc1ccccc1C(c2ccccc2)N3C5CCN(Cc4cccc(OC(F)(F)F)c4)CC5;0;NO
1962-75-0-13707;O=C(OCCCC)c1ccc(cc1)C(=O)OCCCC;0;NO
NO_CAS-16610;O=C(c1ccc(OCC(CC)CCCC)cc1)Cl;0;NO
181587-01-9-11024;N#Cc1nn(c(N)c1S(=O)CC)c2c(cc(cc2Cl)C(F)(F)F)Cl;0;NO
104616-26-4-14249;c1ccc(cc1)C=2NC(C3=C(NC(C=23)=S)c4ccccc4)=S;0;NO
185955-22-0-11690;OCC1OC(OC=CC)C(N)C(OCCCCCCCCCC)C1(O);0;NO
58775-05-6-13292;c1cc(cc3c1c2ccc(cc2C3)C(C)(C)C)C(C)(C)C;0;NO
22373-78-0-10884;O=C(O)C(C)C(OC)C(C)C5OC1(OC(C)(CC1)C2OC(CC)(CC2)C3OC(CC3(C))C4OC(O)(CO)C(C)CC4(C))CC(O)C5(C);0;NO
623-53-0-3239;O=C(OC)OCC;0;NO
86604-78-6-2368;OCc1ncc(c(OC)c1C)C;0;NO
167887-95-8-10646;O=C(O)c1c(F)c(c(F)c(F)c1[N+](=O)[O-])C;0;NO
91419-09-9-687;O=C(NC1=NN(C(=O)C1)c2c(cc(cc2Cl)Cl)Cl)c3cccc(c3)NS(=O)(=O)c4ccc(OCCCCCCCCCCCC)cc4;0;NO
75-77-4-13936;C[Si](C)(C)Cl;0;NO
89396-94-1-9963;O=C(O)C1N(C(=O)N(C)C1)C(=O)C(NC(C(=O)OCC)CCc2ccccc2)C;0;NO
147011-42-5-3780;O=C3N(Cc1ccccc1)CC2(OCCO2)C34(CC4);0;NO
82657-04-3-3012;O=C(OCc2cccc(c1ccccc1)c2C)C3C(C=C(C(F)(F)F)Cl)C3(C)(C);0;NO
77732-09-3-10146;O=C1OCCN1N(C(=O)COC)c2c(cccc2C)C;1;NO
944716-73-8-13110;O=C(NC1CC1)C(O)C(N)CCC;0;NO
35554-44-0-11271;n1ccn(c1)CC(OCC=C)c2ccc(cc2Cl)Cl;0;NO
95235-16-8-2869;C=C([n+]2c1ccc(cc1sc2C)C)C;0;NO
27006-82-2-18383;O=C(O)c1c(nn(c1Cl)C)C;0;NO
39711-79-0-10030;O=C(NCC)C1CC(C)CCC1(C(C)C);0;NO
77545-04-1-18383;O=C(C(F)(F)C(F)(F)S(=O)(=O)Cl)Cl;0;NO
5500-21-0-10076;N#CC1CC1;0;NO
NO_CAS-14810;N#Cc1ccc(nc1(O))OC(=O)c2ccccc2;0;NO
58965-66-5-11882;O(c2c(c(c(Oc1c(c(c(c(c1Br)Br)Br)Br)Br)c(c2Br)Br)Br)Br)c3c(c(c(c(c3Br)Br)Br)Br)Br;0;NO
NO_CAS-18383;O=[N+]([O-])c1ccc(nc1C)N(CC)CC;0;NO
2398-37-0-10864;O(c1cccc(c1)Br)C;0;NO
NO_CAS-14696;Oc3nc(nc1c3(ncn1C2OC(CO)C(O)C2(O)))N;0;NO
1482-15-1-3583;C#CC(O)(C)C(C)C;0;NO
NO_CAS-14711;O=C(O)C1=CN(c2c(F)c(F)c(F)c(F)c2(C1(=O)))C3CC3;0;NO
82510-98-3-746;FC(F)(F)c1ccc(cc1)C(Cl)Cl;0;NO
NO_CAS-14194;O=C(O)c1cc(ccc1(O))Nc2nc(nc(n2)Cl)Nc5ccc(N=Nc3c(ccc4c(O)cc(cc34)S(=O)(=O)O)NC)c(c5)S(=O)(=O)O;1;NO
NO_CAS-15801;FC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C;0;NO
7383-71-3-12444;O=C(OCC(F)(F)C(F)F)C=C;0;NO
5231-87-8-3864;O=C1C(=O)C(OCC)=C1(OCC);0;NO
NO_CAS-17727;N#CC2(c1ccccc1CC2(C)(C))(C);0;NO
7506-66-3-3494;O=C1NC(=O)C2CCCCC12;0;NO
NO_CAS-18383;n1[nH]c3cc(nn3(c1c2cccc(c2)C))C(C)(C)C;0;NO
NO_CAS-18146;O=C(O)CCc1nc(no1)c2cccc(c2)C(=NOC(=O)c3cc(cc(c3)C(=O)ON=C(N)c4cccc(c4)c5noc(n5)CCC(=O)O)C(=O)ON=C(N)c6cccc(c6)c7noc(n7)CCC(=O)O)N;0;NO
36734-19-7-4;O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2;0;NO
NO_CAS-14355;O=C2c1ccccc1Sc3c2c(ccc3CC)CC;0;NO
111988-49-9-3493;N#CN=C2N(Cc1cnc(cc1)Cl)CCS2;0;NO
365462-38-0-18383;O=C(Nc3cccc(O)c3(NC(=O)c1ccc(cc1)N2CCN(C)CCC2))c4ccc(OC)cc4;0;NO
94194-71-5-1836;N#CCCNc2ccc(N=Nc1ncc([N+](=O)[O-])s1)cc2Cl;1;NO
107035-39-2-18383;O(C(C=CSc1ccccc1)C)[Si](C)(C)C(C)(C)C;1;NO
213133-77-8-13067;n1c3ccccc3([nH]c1Cc2ccc(c(c2)Cl)Cl);0;NO
101002-44-2-2020;O=Cc1ccc(cc1)c2ccc(cc2)CC;0;NO
1448-98-2-448;N#CCC(=O)NC(=O)N;0;NO
23967-57-9-13272;O=C(O)c2cc1c(cccc1s2)Cl;0;NO
67006-39-7-127;O=C(OCCOc1c(cc(cc1Br)C(c2cc(c(OCCOC(=O)C(=C)C)c(c2)Br)Br)(C)C)Br)C(=C)C;0;NO
10042-59-8-13574;OCC(CCC)CCCCC;0;NO
19149-54-3-3066;O=C(O)C(NC(C(=O)O)C)C;0;NO
NO_CAS-16175;N#Cc1ccc(OC)c(O)c1;1;NO
95465-99-9-18383;O=P(OCC)(SC(C)CC)SC(C)CC;0;NO
538-51-2-2481;N(=Cc1ccccc1)c2ccccc2;0;NO
86604-80-0-2369;[O-][n+]1cc(c(OC)c(c1C)C)C;0;NO
NO_CAS-16482;O=Cc1ccc(cc1)N(c2ccccc2)c3ccc(cc3)c4ccc(cc4)N(c5ccccc5)c6ccc(C=O)cc6;0;NO
NO_CAS-17696;O=C(c1ccc3c(c1)c2ccccc2n3CC)c4ccc(OC(C)COC)cc4C;0;NO
NO_CAS-17839;[N-]=[N+]=NC2C=C(OC(C(OC)C1OC(=O)OC1)C2(NC(=O)C))C(=O)OC;1;NO
93550-60-8-860;O=C(OCC)C(Oc1ccc(cc1C(C)(C)CC)C(C)(C)CC)C(C)C;0;NO
122207-14-1-11979;N1=C(OCC1)C3CC2C=CC3(C2);1;NO
71731-50-5-949;N#CCCN1CCCCC1CCCl;0;NO
816458-11-4-12161;O=C(OCC1(COC1)CC)C2CCC3OC3(C2);1;NO
NO_CAS-18383;c1ccc2cc(ccc2(c1))N(c3ccc(cc3)c4ccc(cc4)N(c5cccc(c5)C)c6ccc7ccccc7(c6))c8cccc(c8)C;0;NO
13155-57-2-3212;O=CC1C(C)CCCC1(C)(C);0;NO
NO_CAS-14885;n1cc(cnc1c2ccc(cc2)C3CCC(CCC)CC3)CCC;0;NO
1258006-90-4-13109;O=C(ON=C(C(=O)c1ccc5c(c1)c2ccccc2n5(c3ccc(cc3)C(=O)c4ccccc4))CC)C;0;NO
2568-90-3-13739;O(COCCCC)CCCC;0;NO
NO_CAS-14113;O=C(O)C(Oc1ccc(cc1C(C)(C)CC(C)(C)C)C(C)(C)CC(C)(C)C)CCCCCC;0;NO
30299-08-2-18383;O=C(O)C(Oc1ccc(cc1)C3(c2ccc(OC(C(=O)O)(C)CC)cc2)(CCCCC3))(C)CC;0;NO
52509-14-5-10405;O1CCOC1C[P+](c2ccccc2)(c3ccccc3)c4ccccc4;0;NO
78119-82-1-10461;O=Cc1ccc2cc(O)ccc2(c1);1;NO
NO_CAS-18383;O=C(c1ccc(c(c1)CN)Cl)C;0;NO
116414-91-6-1497;O=C(OC)CC(O[Si](C)(C)C(C)(C)C)C;0;NO
229615-05-8-13249;O=C(OC)C1CC(N)C(C1(O))C(NC(=O)C)C(CC)CC;0;NO
NO_CAS-18383;O=C(c1c(nc(C)s1)C(F)(F)F)Cl;0;NO
42313-51-9-18383;O=C(OC)CCNC(C)C;0;NO
NO_CAS-18084;O(OC(C)(C)CC(C)(C)C)C(OOC(C)(C)CC(C)(C)C)(C)C;0;NO
